Name,Uptake
VEJYIT_FSR,0.04102509
VETTOE_FSR,0.041624636
VEXVAW_freeONLY,0.036253047
VIYZAF_FSR,0.058413647
VORSAY_FSR,0.000660105
VUQJUN_FSR,0.037433277
VUWWES_FSR,0.000387099
VUZREQ_FSR,0.017159819
WAHFUJ01_FSR,0.020033868
WATYIB_FSR,0.03308616
WEDQED_freeONLY,0.048494303
WEMCAU_FSR,0.027121319
WEVQIX_freeONLY,0.019667787
WEXVUQ_FSR,0.029043207
WILHUX_FSR,0.006342826
WIMYEZ_FSR,0.022689864
WISVEB_FSR,0.024278984
WIYFAM_freeONLY,0.027375187
WOBHEB_FSR,0.015889306
WOFSUH_FSR,0.009062896
WOHSOB_FSR,0.007373326
WORSUT_FSR,0.033945872
WOVDES_freeONLY,0.030130848
WUBLUD_FSR,0.010223707
WUJFIR_FSR,0.002887192
WUQRUV_FSR,0.010054295
XAKQOR_freeONLY,0.035501377
XALTIP_freeONLY,0.025598374
XEGJOK_FSR,0.01903593
XEGQOS_FSR,0.017528854
XEJWUG_FSR,0.032922599
XEQGEH_FSR,0.014468139
XIXLUO_FSR,0.026512792
XUDMAL_FSR,0.020627229
XUFZIJ_FSR,0.017061114
XUVPAH_FSR,0.023801953
YADNEW_FSR,0.012452478
YARFII_FSR,0.042796724
YARSAN_FSR,0.083342284
YAYRIC02_FSR,0.023569796
YEKXOD_freeONLY,0.015113318
YIWBEN_freeONLY,0.042120876
ZAGFOF_FSR,0.03882558
ZAZBUZ_FSR,0.045480268
ZECKOJ_freeONLY,0.020242976
ZEKKIM_FSR,0.02989168
ZEQDUW_FSR,0.048914215
ZESZEE_FSR,0.061828394
ZIFNUA_FSR,0.047423033
ZIWQII_FSR,0.030975764
ZOHCEH_FSR,0.006115249
ZOHQIZ_FSR,0.007025395
ZOMNEW_FSR,0.046415685
ZURQOS_freeONLY,0.029507921
