index,SMILE,IP,qed,FractionCSP3,Chi2v,MinAbsEStateIndex,VSA_EState8,fr_alkyl_halide,BCUT2D_LOGPHI,fr_methoxy,SPS,GWP
154,CC(F)(F)F,0.482135692,0.4175407165966273,1.0,0.7812324237995549,0.1875,0.1875,3,2.0983092708752635,0,12.0,3.764176132
155,CC(F)F,0.440398492,0.39915452119348377,1.0,0.518914390356217,0.8333333333333335,0.8333333333333335,2,1.8213026634537173,0,9.0,2.214843848
156,CCBr,0.37702165,0.4121785720964007,1.0,1.388730149658827,1.0625,2.0416666666666665,1,1.6687770697621314,0,6.0,-0.312471039
157,CCC(=O)C(F)(F)F,0.377949624,0.5202440509752633,0.75,1.2744887948459174,0.46875,1.176412037037037,3,2.162928008404423,0,11.5,-1.022276395
158,CCC(F)(F)F,0.450925692,0.43408137461655616,1.0,0.9687309677476243,0.7291666666666665,1.0833333333333333,3,2.169191005234968,0,12.0,1.873901598
159,CCCBr,0.37396719,0.4659881510679793,1.0,1.4819805060619653,1.1319444444444444,2.1336805555555554,1,1.7997615625636736,0,7.5,-1.283996656
160,CCCCCl,0.390299252,0.45745018943386945,1.0,1.4205001001071142,0.8159722222222223,2.127361111111111,1,1.8601210146897886,0,8.4,-2.15490196
161,CCCl,0.400733681,0.37198554725482313,1.0,0.8017837257372731,0.7222222222222223,1.8904320987654322,1,1.5937454258654642,0,6.0,-0.317854924
162,CCF,0.433784461,0.38239715499610855,1.0,0.26726124191242434,0.25,1.2083333333333335,1,1.4841043790826154,0,6.0,0.684845362
163,CCl,0.414108329,0.3573626606013345,1.0,0.0,1.4722222222222223,0.0,1,1.3381539846067307,0,3.0,0.743509765
164,CCOC(=O)C(F)(F)F,0.39964439,0.5124036393908263,0.75,1.218229249500119,0.2516435185185184,1.0575231481481482,3,2.152960218873922,0,11.11111111111111,0.198657087
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41007766,0.7064777716131744,1.0,2.5963340903216943,0.7318664965986394,-0.4243565759637191,9,2.5271042259875363,0,15.375,1.783188691
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.41554179,0.7092286546858098,1.0,2.6037804252456525,0.695514455782313,-0.5219160997732426,9,2.542924836344974,0,15.375,1.53529412
167,CCOC(C(C(F)(F)F)F)(F)F,0.408771564,0.6298840095796973,1.0,1.898981650889735,0.6909722222222223,0.34772250566893437,6,2.34829570223861,0,16.25,1.421603927
168,CCOC(C(F)F)(F)F,0.406165483,0.5521020457033079,1.0,1.2955101438368577,0.4193055555555556,0.7992361111111113,4,2.228002052589522,0,12.666666666666666,1.096910013
169,CCOC(F)(F)F,0.41660236,0.502028066044374,1.0,0.8787534411210713,0.3159722222222223,0.969236111111111,3,2.142660857598817,0,12.0,1.465382851
170,CF,0.467051091,0.3673293108901918,1.0,0.0,0.5,0.0,1,1.1558472183733948,0,3.0,2.130333768
171,COC(=O)C(F)(F)F,0.407841876,0.4491127109804482,0.6666666666666666,0.9893406928398311,0.676412037037037,0.0,3,2.1469059217841906,1,11.0,1.915399835
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41636913,0.6992206360329705,1.0,2.3674455336614066,0.12463860544217686,0.0,9,2.525144492478965,1,15.6,2.7355989
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.39501384,0.6888925796479488,1.0,3.525525808272146,0.7029166666666669,0.0,13,2.6106307015718357,1,18.571428571428573,2.607455023
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.42672527,0.6841411321236668,1.0,2.3748918685853644,0.17479166666666668,0.0,9,2.5407701046595528,1,15.6,2.640481437
175,COC(C(C(F)(F)F)(F)F)(F)F,0.425652853,0.6216574973922095,1.0,1.793052489223607,0.055208333333333304,0.0,7,2.4594145988550933,1,15.0,2.760422483
176,COC(C(C(F)(F)F)F)(F)F,0.419893223,0.5940681441672168,1.0,1.6700930942294472,0.29000000000000004,0.0,6,2.343451946216251,1,16.636363636363637,2.421603927
177,COC(C(C(F)F)(F)F)(F)F,0.411710977,0.6071623033716994,1.0,1.6445631413299833,0.21854166666666686,0.0,6,2.3860524407764014,1,14.181818181818182,2.442479769
178,COC(C(F)(F)F)(C(F)(F)F)F,0.411462808,0.5903120969902259,1.0,1.7949003400347918,0.012916666666666465,0.0,7,2.457558769556039,1,15.0,2.593286067
179,COC(C(F)(F)F)(F)F,0.432078413,0.5174653102504866,1.0,1.218659444785809,0.2852083333333333,0.0,5,2.3473096460837644,1,14.0,2.873320602
180,COC(C(F)(F)F)C(F)(F)F,0.387988684,0.5641138623913207,1.0,1.698967187367844,0.352824074074074,0.0,6,2.3435570465799165,1,14.181818181818182,0.910090546
181,COC(C(F)Cl)(F)F,0.402516034,0.5425087175546522,1.0,1.449796697181027,0.6755555555555555,0.0,4,2.23725942265248,1,16.125,2.133538908
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38929453,0.5569285778682652,1.0,3.713029818763251,0.16929865874265193,0.0,12,2.48783596196621,2,15.75,2.340444115
183,COC(F)(F)F,0.433571628,0.44334097683436796,1.0,0.6498648844607836,0.5833333333333333,0.0,3,2.1258138912958873,1,12.0,2.789580712
184,COCC(C(F)(F)F)(F)F,0.37282148,0.5654504667206317,1.0,1.6352205160770998,0.7774305555555556,-1.6284722222222223,5,2.3455477730784615,1,13.8,0.204119983
185,COCC(C(F)F)(F)F,0.362325373,0.5484163332007153,1.0,1.494741050821364,0.940763888888889,-1.2314814814814814,4,2.216125653823732,1,12.666666666666666,0.225309282
186,COCC(F)(F)F,0.37569168,0.4972086342176293,1.0,1.04819027904657,1.0074305555555556,-1.1597222222222223,3,2.1266489125140358,1,12.0,0.31386722
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.43157393,0.647162034622946,1.0,1.8600004616194648,2.3958333333333335,-4.1312500000000005,8,2.359764691725194,0,14.307692307692308,3.482873584
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.43449436,0.6804941929494385,1.0,1.790560263736365,2.1283333333333334,-8.505282501889647,8,2.3815457267345206,0,14.142857142857142,3.521138084
189,FC(F)(OC)C(F)(F)OC,0.39352519,0.5846800571542279,1.0,1.4418007514863485,0.4652083333333332,0.0,4,2.3409690142228423,2,13.8,2.305351369
190,FC(F)OC,0.416288795,0.45540924099330404,1.0,0.49635503155469773,0.949074074074074,-2.6157407407407405,2,1.8682647406258301,1,9.6,2.133538908
191,FS(F)(F)(F)(F)F,0.536314379,0.4601519369796083,0.0,2.6244532958391193,9.847222222222221,0.0,0,2.988726151981254,0,23.142857142857142,4.401400541
192,N(F)(F)F,0.484370715,0.3839802173164478,0.0,0.19166296949998193,2.5,0.0,0,1.822973645534352,0,9.0,4.240549248
193,O=COC(F)(F)C(F)(F)F,0.420344907,0.4539434690773572,0.6666666666666666,1.228611474616573,0.9647916666666676,-0.9647916666666676,5,2.3488684402712883,0,12.9,2.775974331
194,O=S(=O)(F)F,0.482147797,0.40838224316833815,0.0,1.1350166443063272,5.666666666666666,0.0,0,1.8533340229937307,0,11.6,3.665580991
195,OCCF,0.385074629,0.4528643106806505,1.0,0.4125890342545925,0.3472222222222223,-0.9722222222222223,1,1.535687642859531,0,7.5,-0.27572413
