index,SMILE,HomoLumoGap,BCUT2D_LOGPLOW,MolMR,fr_halogen,IP,Chi1n,BCUT2D_CHGLO,Chi1v,BCUT2D_MRHI,BertzCT,GWP
135,C=C(F)F,0.28947,-1.3260444935407103,11.356000000000002,2,0.374979178,0.731517863602501,-1.5360507029779376,0.731517863602501,4.566708922981785,27.019550008653873,-1.283996656
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.27212,-2.6929247328190136,40.986999999999995,13,0.38933076,4.403692499618651,-2.38488085892127,4.403692499618651,5.132401121270507,400.88454760944825,-0.790484985
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.27227,-2.596494702085384,31.093,9,0.39444207,3.1477635536001976,-2.3143822037789854,3.1477635536001976,5.069900994775768,247.81840902932043,-0.690369833
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0.27259,-2.501489903460807,26.145999999999997,7,0.396643015,2.519799080590971,-2.247914091214383,2.519799080590971,5.014427462719689,176.72598183219483,-0.628932138
139,C=CC(C(F)(F)F)(F)F,0.27422,-2.3312947129965678,21.198999999999998,5,0.400060601,1.8918346075817443,-2.1345563461610766,1.8918346075817443,4.923030102892002,110.61662740247263,-0.739928612
140,C=CC(F)(F)F,0.27809,-1.9793375544574556,16.252000000000002,3,0.403786882,1.263870134572517,-1.9124473760098013,1.263870134572517,4.753328072537499,51.548875021634686,-0.583359493
141,C=CCOC(=O)C(F)(F)F,0.24274,-2.2475283786042026,27.210999999999995,3,0.366368943,2.3303667155002428,-2.0288242090891657,2.3303667155002428,5.751270672251351,138.31871457045798,-2.15490196
142,C=CF,0.28154,-0.9898870329932349,11.305000000000001,1,0.374231874,0.6264661806998554,-1.2768007709614317,0.6264661806998554,4.389030789160329,10.264662506490405,-1.619788758
143,C=COC(=O)C(F)(F)F,0.22521,-2.2277055643304045,22.343999999999998,3,0.368239439,1.869145550837083,-1.9997569985688912,1.869145550837083,5.755473830170456,126.2646625064904,-2.096910013
144,C=COCC(F)(F)F,0.26885,-2.139445987890961,22.203999999999994,3,0.33623079,1.8531257855613066,-2.0243393860050416,1.8531257855613066,4.525400085127536,75.84283310353014,-1.236572006
145,CBr,0.27494,-0.8081765948426827,14.851,1,0.38708764,0.3779644730092272,-1.0534842764131553,1.9639610121239313,9.084929737297866,2.0,0.385606274
146,CC(=O)C(F)(F)F,0.22636,-2.176778519816378,16.736,3,0.385391595,1.5210708547457725,-1.9523580697180463,1.5210708547457725,5.80717586462595,82.67103446305711,-1.045757491
147,CC(C(F)(F)F)(F)F,0.43408,-2.319116031307656,16.676000000000002,5,0.44720753,1.6949111825230683,-2.1230311524457597,1.6949111825230683,4.67073705211931,62.655022032053594,3.658011397
148,CC(C)(F)F,0.41703,-1.9786486546106175,16.295,2,0.422796813,1.3779644730092273,-1.940044277265348,1.3779644730092273,4.397047542147241,20.36452797660028,2.777426822
149,CC(C)Br,0.26734,-1.6891331013059183,24.06299999999999,1,0.36951547,1.372918428615244,-1.7596704338412612,2.2885939574069334,9.092182201442187,8.0,-0.899629455
150,CC(C)Cl,0.31386,-1.7037739041746556,20.988999999999994,1,0.39144981,1.372918428615244,-1.7551373202348441,1.8093542090872288,6.19551677494595,8.0,-0.742321425
151,CC(CC(F)(F)F)(F)F,0.41863,-2.2129064300715044,21.292999999999996,5,0.433993344,2.1520179637096155,-2.1115988643596,2.1520179637096155,4.6308046525301245,74.11156720155853,2.960946196
152,CC(Cl)(Cl)Cl,0.26298,-1.8709553521566098,25.963999999999995,3,0.39595577,1.066946709513841,-1.9426904303137371,2.2008401285415222,6.66709144898045,20.36452797660028,2.206825876
153,CC(F)(F)Cl,0.32984,-1.9229812206193004,16.474,3,0.436173907,1.066946709513841,-1.903835954715274,1.444911182523068,6.208659650110843,23.11941547876375,3.361727836
154,CC(F)(F)F,0.48056,-1.9477704512683969,11.729000000000003,3,0.482135692,1.066946709513841,-1.8840092472332135,1.066946709513841,4.25608057985087,20.36452797660028,3.764176132
155,CC(F)F,0.43548,-1.6937985407860436,11.678000000000003,2,0.440398492,1.0137860496616107,-1.6976073822828703,1.0137860496616107,4.055055851144898,8.75488750216347,2.214843848
156,CCBr,0.2721,-1.336534414346914,19.467999999999996,1,0.37702165,0.9743680230989717,-1.4513487321343121,2.0958369308453744,9.08875908581656,2.7548875021634682,-0.312471039
157,CCC(=O)C(F)(F)F,0.22668,-2.2047736342643094,21.352999999999994,3,0.377949624,2.0817310265255937,-1.9878179694356828,2.0817310265255937,5.8305162836422895,93.94677016517798,-1.022276395
158,CCC(F)(F)F,0.44822,-2.019854873544049,16.346000000000004,3,0.450925692,1.6276068812936622,-1.96117015386077,1.6276068812936622,4.38766277395428,35.79319390447952,1.873901598
159,CCCBr,0.27139,-1.5393298987290251,24.08499999999999,1,0.37396719,1.4743680230989717,-1.655371312518944,2.5958369308453744,9.088860459688172,5.245112497836532,-1.283996656
160,CCCCCl,0.31668,-1.6478813837916089,25.62799999999999,1,0.390299252,1.9743680230989717,-1.7695385035786768,2.5088905069238203,6.173371969720634,11.119415478763749,-2.15490196
161,CCCl,0.31872,-1.3573964031887822,16.394000000000002,1,0.400733681,0.9743680230989717,-1.4502156870769158,1.5088905069238205,6.1710911706331615,2.7548875021634682,-0.317854924
162,CCF,0.42342,-1.3998869203759101,11.649000000000003,1,0.433784461,0.9743680230989717,-1.451833639659121,0.9743680230989717,3.8563201241609675,2.7548875021634682,0.684845362
163,CCl,0.32194,-0.8521539846067309,11.777000000000001,1,0.414108329,0.3779644730092272,-1.062287265670477,1.1338934190276817,6.147586674569673,2.0,0.743509765
164,CCOC(=O)C(F)(F)F,0.27347,-2.245781266602095,22.68799999999999,3,0.39964439,2.220976915759064,-2.024458466950312,2.220976915759064,5.749937701758805,106.87060032410332,0.198657087
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.37148,-2.6119525157180474,32.522,9,0.41007766,3.650746189554813,-2.322128884667725,3.650746189554813,4.960303458194262,242.8739903217021,1.783188691
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.35809,-2.6490115073339218,32.522,9,0.41554179,3.650746189554813,-2.3452758501653754,3.650746189554813,5.0088840074212335,225.36421531737517,1.53529412
167,CCOC(C(C(F)(F)F)F)(F)F,0.37146,-2.4302409562128906,27.523999999999994,6,0.408771564,2.9403854029619776,-2.20959295760598,2.9403854029619776,4.744372921477931,141.36409612807475,1.421603927
168,CCOC(C(F)F)(F)F,0.3979,-2.293101306566102,22.57699999999999,4,0.406165483,2.3029814490893163,-2.126656674930856,2.3029814490893163,4.525858035517039,82.63682062300137,1.096910013
169,CCOC(F)(F)F,0.41302,-2.1161900108801306,17.681,3,0.41660236,1.7668527705271329,-2.0103253929044564,1.7668527705271329,4.209757165303189,48.63193444574935,1.465382851
170,CF,0.43841,-0.9391472183733947,7.032,1,0.467051091,0.3779644730092272,-1.1018967854650827,0.3779644730092272,3.2252996949335446,2.0,2.130333768
171,COC(=O)C(F)(F)F,0.27392,-2.231252259933366,18.070999999999998,3,0.407841876,1.6334432904415672,-1.9948048485356067,1.6334432904415672,5.748211799382436,95.19188266301451,1.915399835
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.37476,-2.609258799320835,27.905,9,0.41636913,3.0632125642373165,-2.3162958343758095,3.0632125642373165,4.958711386197749,229.14742793111947,2.7355989
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.32127,-2.74955693445392,37.79900000000001,13,0.39501384,4.31914151025577,-2.429146718632522,4.31914151025577,5.129345587155298,361.451689131678,2.607455023
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.36263,-2.6462716800293564,27.905,9,0.42672527,3.0632125642373165,-2.3393405214279386,3.0632125642373165,5.007232834146424,211.6376529267925,2.640481437
175,COC(C(C(F)(F)F)(F)F)(F)F,0.39037,-2.5233100058533893,22.958,7,0.425652853,2.4352480912280896,-2.255059188647385,2.4352480912280896,4.837444166345886,159.27953606077998,2.760422483
176,COC(C(C(F)(F)F)F)(F)F,0.37654,-2.4227888589597373,22.906999999999996,6,0.419893223,2.3528517776444806,-2.1959884518814374,2.3528517776444806,4.73990017384741,129.03419779635638,2.421603927
177,COC(C(C(F)F)(F)F)(F)F,0.38593,-2.4698224005379457,22.906999999999996,6,0.411710977,2.3434122967810467,-2.2272365671994554,2.3434122967810467,4.783565506244314,132.54397280068332,2.442479769
178,COC(C(F)(F)F)(C(F)(F)F)F,0.37417,-2.5404437523841676,22.958,7,0.411462808,2.4352480912280896,-2.271466157119725,2.4352480912280896,4.843043222650093,141.769761056453,2.593286067
179,COC(C(F)(F)F)(F)F,0.41061,-2.373388071303248,18.011000000000003,5,0.432078413,1.8072836182188627,-2.1550337970185973,1.8072836182188627,4.6149228284944055,94.86645470372198,2.873320602
180,COC(C(F)(F)F)C(F)(F)F,0.35212,-2.4296658801341384,22.906999999999996,6,0.387988684,2.3551942390766865,-2.201793557661406,2.3551942390766865,4.7436063093732646,109.52442279202945,0.910090546
181,COC(C(F)Cl)(F)F,0.32347,-2.2681699265916637,22.705,4,0.402516034,1.7154478237718196,-2.1138455572302033,2.1518836042438045,6.196144439015162,74.92878689342032,2.133538908
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.39374,-2.5813092967038886,45.870000000000005,12,0.38929453,5.059028290374677,-2.3351545097599513,5.059028290374677,4.772933272099889,396.77379759964293,2.340444115
183,COC(F)(F)F,0.42573,-2.079438604154836,13.064000000000002,3,0.433571628,1.1793191452096354,-1.9684096162004956,1.1793191452096354,4.147241053570639,38.54808140664299,2.789580712
184,COCC(C(F)(F)F)(F)F,0.33713,-2.3984827132669486,22.877999999999993,5,0.37282148,2.2453879981750178,-2.1721370035090497,2.2453879981750178,4.7375001512827275,106.70580328772279,0.204119983
185,COCC(C(F)F)(F)F,0.33121,-2.3108840316414865,22.82699999999999,4,0.362325373,2.1535522037279744,-2.119916133250274,2.1535522037279744,4.662585737133703,82.63682062300137,0.225309282
186,COCC(F)(F)F,0.35254,-2.142943414010345,17.931,3,0.37569168,1.6174235251657907,-2.0051568954766967,1.6174235251657907,4.414517459132067,48.63193444574935,0.31386722
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.39668,-2.4480545693391145,22.987,8,0.43157393,2.6190839894803233,-2.217308432432545,2.6190839894803233,4.7508482308148405,142.50741183803657,3.482873584
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.42663,-2.4647838679183804,24.072000000000003,8,0.43449436,2.7584533182173194,-2.2390862054259597,2.7584533182173194,4.65428176115038,160.180092704301,3.521138084
189,FC(F)(OC)C(F)(F)OC,0.39965,-2.428457312872885,23.911999999999992,4,0.39352519,2.2306738174100436,-2.214126606007889,2.2306738174100436,4.634032443406084,99.82521876648654,2.305351369
190,FC(F)OC,0.4183,-1.8868355639260626,13.013000000000002,2,0.416288795,1.0803863313313637,-1.8514876540969207,1.0803863313313637,3.937903105470444,21.609640474436812,2.133538908
191,FS(F)(F)(F)(F)F,0.33848,-1.915326151981255,14.239000000000003,6,0.536314379,0.9258200997725515,-2.279868728472751,2.777460299317654,8.412926125897888,62.745068384204075,4.401400541
192,N(F)(F)F,0.3711,-1.719473645534352,5.163,3,0.484370715,0.50709255283711,-1.669796668564993,0.50709255283711,3.244488771150823,8.0,4.240549248
193,O=COC(F)(F)C(F)(F)F,0.27934,-2.381408507392354,18.151,5,0.420344907,1.8704398485460316,-2.1496144774912174,1.8704398485460316,5.372630625864766,127.3449779679464,2.775974331
194,O=S(=O)(F)F,0.33379,-1.6872987112623505,11.135800000000001,2,0.482147797,0.6419400332575173,-1.569864411987747,1.9258200997725514,7.806054001738406,90.81635834269238,3.665580991
195,OCCF,0.35533,-1.7734315142224313,13.060800000000002,1,0.385074629,1.083489007929262,-1.658739217324003,1.083489007929262,4.076056628353015,8.0,-0.27572413
