index,SMILE,fr_allylic_oxid,FractionCSP3,SlogP_VSA6,SMR_VSA7,PEOE_VSA9,PEOE_VSA8,FpDensityMorgan1,EState_VSA1,AvgIpc,Chi1v,LF
161,CCCl,0,1.0,0.0,0.0,0.0,5.880003444970339,2.0,0.0,0.9182958340544894,1.5088905069238205,-0.879426069
162,CCF,0,1.0,0.0,0.0,6.674590972274908,0.0,2.0,0.0,0.9182958340544894,0.9743680230989717,-0.659555885
163,CCl,0,1.0,0.0,0.0,0.0,6.3829190217349545,1.5,0.0,1.0,1.1338934190276817,-0.045757491
164,CCOC(=O)C(F)(F)F,0,0.75,0.0,0.0,6.606881964512918,0.0,1.5555555555555556,12.145603805395325,1.6431060651096356,2.220976915759064,-1.22184875
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0,1.0,0.0,0.0,6.606881964512918,0.0,0.75,30.73682832782703,2.0052437236705822,3.650746189554813,-0.096910013
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0,1.0,0.0,0.0,6.606881964512918,0.0,0.75,30.736828327827027,1.9754539118638548,3.650746189554813,-0.200659451
167,CCOC(C(C(F)(F)F)F)(F)F,0,1.0,0.0,0.0,6.606881964512918,0.0,1.1666666666666667,25.063445387148167,1.8379996300562602,2.9403854029619776,-0.394694954
168,CCOC(C(F)F)(F)F,0,1.0,0.0,0.0,6.606881964512918,0.0,1.4444444444444444,19.140916219053594,1.6503097444942738,2.3029814490893163,-0.681936665
169,CCOC(F)(F)F,0,1.0,0.0,0.0,6.606881964512918,0.0,1.4285714285714286,6.362358859030383,1.2958363892911637,1.7668527705271329,-0.401209493
170,CF,0,1.0,0.0,0.0,7.1775065490395225,0.0,1.5,0.0,1.0,0.3779644730092272,0.447158031
171,COC(=O)C(F)(F)F,0,0.6666666666666666,0.0,0.0,7.109797541277533,0.0,1.5,12.145603805395325,1.6203352658383443,1.6334432904415672,0.0
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,0.6666666666666666,24.12994636331411,2.0119671581158425,3.0632125642373165,0.681241237
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,0.5238095238095238,43.084802240780796,2.211734176876457,4.31914151025577,0.719331287
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,0.6666666666666666,24.12994636331411,1.9810272659383548,3.0632125642373165,0.681241237
175,COC(C(C(F)(F)F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,0.8333333333333334,18.207417195219534,1.8483335453198617,2.4352480912280896,0.707570176
176,COC(C(C(F)(F)F)F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,1.0909090909090908,18.456563422635252,1.8440159989938614,2.3528517776444806,0.397940009
177,COC(C(C(F)F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,1.0909090909090908,18.456563422635252,1.8702082025858733,2.3434122967810467,0.397940009
178,COC(C(F)(F)F)(C(F)(F)F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,0.75,18.207417195219534,1.8054722985800935,2.4352480912280896,0.568201724
179,COC(C(F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,1.0,12.28488802712496,1.6364527976600283,1.8072836182188627,0.698970004
180,COC(C(F)(F)F)C(F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,0.9090909090909091,18.456563422635252,1.5603151589862347,2.3551942390766865,-0.749579998
181,COC(C(F)Cl)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,1.625,11.739446727236109,1.6668127273868607,2.1518836042438045,0.155336037
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,14.219595082555067,0.375,36.65153705808891,2.349734538003892,5.059028290374677,0.230448921
183,COC(F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,1.3333333333333333,6.362358859030383,1.3516441151533922,1.1793191452096354,0.69019608
184,COCC(C(F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,1.1,18.70570965005097,1.613308435568507,2.2453879981750178,-1.161150909
185,COCC(C(F)F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,1.4444444444444444,18.954855877466684,1.6503097444942738,2.1535522037279744,-1.148741651
186,COCC(F)(F)F,0,1.0,0.0,0.0,0.0,7.109797541277533,1.4285714285714286,12.783180481956393,1.2958363892911637,1.6174235251657907,-1.113509275
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.7692307692307693,25.068068509081353,1.766634112962296,2.6190839894803233,1.348304863
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0,1.0,0.0,0.0,0.0,0.0,0.6428571428571429,25.440189192255172,1.7848213137893962,2.7584533182173194,1.127104798
189,FC(F)(OC)C(F)(F)OC,0,1.0,0.0,0.0,0.0,14.219595082555067,0.8,12.21717901936297,1.876530097501744,2.2306738174100436,0.230448921
190,FC(F)OC,0,1.0,0.0,0.0,0.0,7.109797541277533,1.6,6.611505086446101,1.3787834934861756,1.0803863313313637,0.041392685
191,FS(F)(F)(F)(F)F,0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,10.609995880123824,0.5916727785823274,2.777460299317654,3.505149978
192,N(F)(F)F,0,0.0,0.0,0.0,0.0,0.0,1.0,5.566282138301096,0.8112781244591328,0.50709255283711,2.755112266
193,O=COC(F)(F)C(F)(F)F,0,0.6666666666666666,0.0,0.0,0.0,0.0,1.1,18.757108891841423,1.613308435568507,1.8704398485460316,0.556302501
194,O=S(=O)(F)F,0,0.0,0.0,0.0,0.0,0.0,1.2,10.609162378157576,0.7219280948873623,1.9258200997725514,1.556302501
195,OCCF,0,1.0,0.0,0.0,6.606881964512918,0.0,1.75,6.674590972274908,1.370950594454669,1.083489007929262,-1.356547324
