index,SMILE,IP,MinAbsEStateIndex,FpDensityMorgan3,BCUT2D_MWHI,FractionCSP3,Chi2v,FpDensityMorgan2,HomoLumoGap,AvgIpc,SlogP_VSA6,LF
140,C=CC(F)(F)F,0.403786882,0.0625,1.5,19.413025771939722,0.3333333333333333,0.7457366948716343,1.5,0.27809,1.3516441151533922,12.654955790432378,-1.602059991
141,C=CCOC(=O)C(F)(F)F,0.366368943,0.41831018518518515,2.4,19.41350178741698,0.4,1.3848959161667855,2.1,0.24274,1.8019799364419475,12.654955790432378,-2.522878745
142,C=CF,0.374231874,0.25,2.0,19.139700179346192,0.0,0.15430334996209188,2.0,0.28154,0.9182958340544894,12.908725139781279,-2.15490196
143,C=COC(=O)C(F)(F)F,0.368239439,0.426412037037037,2.111111111111111,19.413500545733278,0.25,1.0697343444723242,2.0,0.22521,1.6431060651096356,12.841016132019288,-2.397940009
144,C=COCC(F)(F)F,0.33623079,0.7574305555555556,2.125,19.41330951600965,0.5,1.0928484777850904,2.0,0.26885,1.5920001314822056,12.841016132019288,-2.0
145,CBr,0.38708764,1.8125,1.5,79.9187258649478,1.0,0.0,1.5,0.27494,1.0,0.0,-0.096910013
146,CC(=O)C(F)(F)F,0.385391595,0.48611111111111116,1.5714285714285714,19.413281808017466,0.6666666666666666,1.0539452868905321,1.5714285714285714,0.22636,1.3143204867061786,0.0,-1.853871964
147,CC(C(F)(F)F)(F)F,0.44720753,0.1875,1.0,19.428516676873038,1.0,1.3861343499850467,1.0,0.43408,1.253297578463043,0.0,1.600972896
148,CC(C)(F)F,0.422796813,0.8541666666666667,1.2,19.28491598144615,1.0,1.327357517447026,1.2,0.41703,0.7219280948873623,0.0,0.954242509
149,CC(C)Br,0.36951547,0.6458333333333333,1.5,79.91873315012946,1.0,2.845137107244989,1.5,0.26734,0.8112781244591328,0.0,-1.259637311
150,CC(C)Cl,0.39144981,0.3055555555555556,1.5,35.4957431783523,1.0,1.8866576106055803,1.5,0.31386,0.8112781244591328,0.0,-1.22184875
151,CC(CC(F)(F)F)(F)F,0.433993344,0.23659722222222257,1.3333333333333333,19.413770602821657,1.0,1.8621619493944843,1.3333333333333333,0.41863,1.1431558784658322,0.0,0.949390007
152,CC(Cl)(Cl)Cl,0.39595577,1.083333333333333,1.2,35.58251269693426,1.0,3.629411557112951,1.2,0.26298,0.7219280948873623,0.0,0.698970004
153,CC(F)(F)Cl,0.436173907,0.6195987654320989,1.6,35.49589389732414,1.0,1.4449111825230678,1.6,0.32984,0.7219280948873623,0.0,1.255272505
154,CC(F)(F)F,0.482135692,0.1875,1.2,19.41294579801923,1.0,0.7812324237995549,1.2,0.48056,0.7219280948873623,0.0,1.707570176
155,CC(F)F,0.440398492,0.8333333333333335,1.5,19.27954439229368,1.0,0.518914390356217,1.5,0.43548,0.8112781244591328,0.0,0.204119983
156,CCBr,0.37702165,1.0625,2.0,79.91872950669546,1.0,1.388730149658827,2.0,0.2721,0.9182958340544894,0.0,-0.863279433
157,CCC(=O)C(F)(F)F,0.377949624,0.46875,1.875,19.413287913893708,0.75,1.2744887948459174,1.875,0.22668,1.6203352658383443,0.0,-1.744727495
158,CCC(F)(F)F,0.450925692,0.7291666666666665,1.5,19.41309985800311,1.0,0.9687309677476243,1.5,0.44822,1.3516441151533922,0.0,0.041392685
159,CCCBr,0.37396719,1.1319444444444444,2.0,79.91872952957071,1.0,1.4819805060619653,2.0,0.27139,1.370950594454669,0.0,-1.387216143
160,CCCCCl,0.390299252,0.8159722222222223,2.2,35.49566242098574,1.0,1.4205001001071142,2.2,0.31668,1.4056390622295665,0.0,-1.920818754
161,CCCl,0.400733681,0.7222222222222223,2.0,35.495662004327535,1.0,0.8017837257372731,2.0,0.31872,0.9182958340544894,0.0,-0.879426069
162,CCF,0.433784461,0.25,2.0,19.141104769707226,1.0,0.26726124191242434,2.0,0.42342,0.9182958340544894,0.0,-0.659555885
163,CCl,0.414108329,1.4722222222222223,1.5,35.49558112991108,1.0,0.0,1.5,0.32194,1.0,0.0,-0.045757491
164,CCOC(=O)C(F)(F)F,0.39964439,0.2516435185185184,2.111111111111111,19.41350104626475,0.75,1.218229249500119,2.0,0.27347,1.6431060651096356,0.0,-1.22184875
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41007766,0.7318664965986394,1.375,19.432931962033244,1.0,2.5963340903216943,1.125,0.37148,2.0052437236705822,0.0,-0.096910013
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.41554179,0.695514455782313,1.25,19.434985335644043,1.0,2.6037804252456525,1.0625,0.35809,1.9754539118638548,0.0,-0.200659451
167,CCOC(C(C(F)(F)F)F)(F)F,0.408771564,0.6909722222222223,1.8333333333333333,19.41863439610836,1.0,1.898981650889735,1.5833333333333333,0.37146,1.8379996300562602,0.0,-0.394694954
168,CCOC(C(F)F)(F)F,0.406165483,0.4193055555555556,2.0,19.32724893277077,1.0,1.2955101438368577,1.8888888888888888,0.3979,1.6503097444942738,0.0,-0.681936665
169,CCOC(F)(F)F,0.41660236,0.3159722222222223,1.8571428571428572,19.42241873250594,1.0,0.8787534411210713,1.8571428571428572,0.41302,1.2958363892911637,0.0,-0.401209493
170,CF,0.467051091,0.5,1.5,19.138305477732676,1.0,0.0,1.5,0.43841,1.0,0.0,0.447158031
171,COC(=O)C(F)(F)F,0.407841876,0.676412037037037,1.875,19.413499147115306,0.6666666666666666,0.9893406928398311,1.875,0.27392,1.6203352658383443,0.0,0.0
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41636913,0.12463860544217686,1.2,19.432929346530855,1.0,2.3674455336614066,1.0,0.37476,2.0119671581158425,0.0,0.681241237
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.39501384,0.7029166666666669,0.9523809523809523,19.44026548482586,1.0,3.525525808272146,0.8095238095238095,0.32127,2.211734176876457,0.0,0.719331287
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.42672527,0.17479166666666668,1.0,19.43498171225227,1.0,2.3748918685853644,0.9333333333333333,0.36263,1.9810272659383548,0.0,0.681241237
175,COC(C(C(F)(F)F)(F)F)(F)F,0.425652853,0.055208333333333304,1.25,19.43207108091613,1.0,1.793052489223607,1.1666666666666667,0.39037,1.8483335453198617,0.0,0.707570176
176,COC(C(C(F)(F)F)F)(F)F,0.419893223,0.29000000000000004,1.5454545454545454,19.418632396953928,1.0,1.6700930942294472,1.4545454545454546,0.37654,1.8440159989938614,0.0,0.397940009
177,COC(C(C(F)F)(F)F)(F)F,0.411710977,0.21854166666666686,1.5454545454545454,19.347374280134563,1.0,1.6445631413299833,1.4545454545454546,0.38593,1.8702082025858733,0.0,0.397940009
178,COC(C(F)(F)F)(C(F)(F)F)F,0.411462808,0.012916666666666465,1.0,19.433492229502008,1.0,1.7949003400347918,1.0,0.37417,1.8054722985800935,0.0,0.568201724
179,COC(C(F)(F)F)(F)F,0.432078413,0.2852083333333333,1.3333333333333333,19.430070927828275,1.0,1.218659444785809,1.3333333333333333,0.41061,1.6364527976600283,0.0,0.698970004
180,COC(C(F)(F)F)C(F)(F)F,0.387988684,0.352824074074074,1.1818181818181819,19.424843836538596,1.0,1.698967187367844,1.1818181818181819,0.35212,1.5603151589862347,0.0,-0.749579998
181,COC(C(F)Cl)(F)F,0.402516034,0.6755555555555555,2.0,35.49577917488835,1.0,1.449796697181027,2.0,0.32347,1.6668127273868607,0.0,0.155336037
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38929453,0.16929865874265193,0.7083333333333334,19.357125217158583,1.0,3.713029818763251,0.5416666666666666,0.39374,2.349734538003892,0.0,0.230448921
183,COC(F)(F)F,0.433571628,0.5833333333333333,1.5,19.42239887188782,1.0,0.6498648844607836,1.5,0.42573,1.3516441151533922,0.0,0.69019608
184,COCC(C(F)(F)F)(F)F,0.37282148,0.7774305555555556,1.6,19.428590339898083,1.0,1.6352205160770998,1.5,0.33713,1.613308435568507,0.0,-1.161150909
185,COCC(C(F)F)(F)F,0.362325373,0.940763888888889,2.0,19.322426119017713,1.0,1.494741050821364,1.8888888888888888,0.33121,1.6503097444942738,0.0,-1.148741651
186,COCC(F)(F)F,0.37569168,1.0074305555555556,1.8571428571428572,19.413308144907454,1.0,1.04819027904657,1.8571428571428572,0.35254,1.2958363892911637,0.0,-1.113509275
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.43157393,2.3958333333333335,1.1538461538461537,19.42521967018476,1.0,1.8600004616194648,1.0769230769230769,0.39668,1.766634112962296,0.0,1.348304863
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.43449436,2.1283333333333334,1.0,19.341747241547374,1.0,1.790560263736365,0.8571428571428571,0.42663,1.7848213137893962,0.0,1.127104798
189,FC(F)(OC)C(F)(F)OC,0.39352519,0.4652083333333332,1.1,19.33490061388563,1.0,1.4418007514863485,1.0,0.39965,1.876530097501744,0.0,0.230448921
190,FC(F)OC,0.416288795,0.949074074074074,1.8,19.28664296956142,1.0,0.49635503155469773,1.8,0.4183,1.3787834934861756,0.0,0.041392685
191,FS(F)(F)(F)(F)F,0.536314379,9.847222222222221,0.5714285714285714,32.511175456509115,0.0,2.6244532958391193,0.5714285714285714,0.33848,0.5916727785823274,0.0,3.505149978
192,N(F)(F)F,0.484370715,2.5,1.0,19.54200493664235,0.0,0.19166296949998193,1.0,0.3711,0.8112781244591328,0.0,2.755112266
193,O=COC(F)(F)C(F)(F)F,0.420344907,0.9647916666666676,1.6,19.430079799665045,0.6666666666666666,1.228611474616573,1.5,0.27934,1.613308435568507,0.0,0.556302501
194,O=S(=O)(F)F,0.482147797,5.666666666666666,1.2,32.279056559923234,0.0,1.1350166443063272,1.2,0.33379,0.7219280948873623,0.0,1.556302501
195,OCCF,0.385074629,0.3472222222222223,2.0,19.14125364678181,1.0,0.4125890342545925,2.0,0.35533,1.370950594454669,0.0,-1.356547324
