index,SMILE,IP,MinAbsEStateIndex,FractionCSP3,FpDensityMorgan3,Chi2v,BCUT2D_LOGPHI,MinAbsPartialCharge,MinPartialCharge,BCUT2D_MWHI,SPS,LF
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0.44077539,1.9245833333333335,1.0,1.3333333333333333,2.3559909410384194,2.4133147572490157,0.2507124626503053,-0.2507124626503053,19.344683639381103,14.666666666666666,1.149219113
131,C(OC(F)(F)F)(F)F,0.47727846,2.104166666666667,1.0,1.5,0.8242446405857919,2.1875415278349544,0.2283020995216621,-0.2283020995216621,19.42440205838359,12.75,2.130333768
132,C(OC(F)F)(F)F,0.46223828,2.5833333333333335,1.0,1.1428571428571428,0.6573883058063182,2.0159939697881164,0.26041973858131406,-0.26041973858131406,19.30120514540272,11.142857142857142,1.42975228
133,C=C(C(F)(F)F)C(F)(F)F,0.420570216,1.8472222222222223,0.5,1.0,1.474071528678543,2.3622834817562968,0.1660982180526413,-0.1660982180526413,19.42426478750214,13.4,-1.552841969
134,C=C(C(F)(F)F)F,0.395688332,2.0347222222222223,0.3333333333333333,1.4285714285714286,0.9026575035477905,2.2340656070314155,0.20246122055826105,-0.20246122055826105,19.41708920003577,11.428571428571429,-1.48148606
135,C=C(F)F,0.374979178,1.8333333333333333,0.0,1.5,0.33868981334099574,1.8504863671692267,0.1741045340758478,-0.1741045340758478,19.27694295984127,6.5,-1.886056648
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38933076,1.2889668367346934,0.75,1.0,3.6224216574923447,2.597420350813669,0.1947838316472925,-0.1947838316472925,19.433862287197393,16.047619047619047,-1.602059991
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.39444207,0.9656249999999997,0.6666666666666666,1.2,2.4736355686167477,2.5267886205734547,0.1947809373273808,-0.1947809373273808,19.432795573193253,15.266666666666667,-1.602059991
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0.396643015,0.7356249999999998,0.6,1.25,1.8992425241789481,2.461931569416632,0.19464000151010688,-0.19464000151010688,19.431704482989815,14.583333333333334,-1.602059991
139,C=CC(C(F)(F)F)(F)F,0.400060601,0.4375,0.5,1.3333333333333333,1.32484947974115,2.351343842646831,0.1915196870319064,-0.1915196870319064,19.42853370241203,13.444444444444445,-1.602059991
140,C=CC(F)(F)F,0.403786882,0.0625,0.3333333333333333,1.5,0.7457366948716343,2.132304000615986,0.16678618969228537,-0.16678618969228537,19.413025771939722,11.166666666666666,-1.602059991
141,C=CCOC(=O)C(F)(F)F,0.366368943,0.41831018518518515,0.4,2.4,1.3848959161667855,2.1543905303486564,0.45481711055845087,-0.45481711055845087,19.41350178741698,10.7,-2.522878745
142,C=CF,0.374231874,0.25,0.0,2.0,0.15430334996209188,1.4786546255195343,0.07946646029724827,-0.21619321450998513,19.139700179346192,4.333333333333333,-2.15490196
143,C=COC(=O)C(F)(F)F,0.368239439,0.426412037037037,0.25,2.111111111111111,1.0697343444723242,2.1547741129873645,0.4284677990075014,-0.4284677990075014,19.413500545733278,10.555555555555555,-2.397940009
144,C=COCC(F)(F)F,0.33623079,0.7574305555555556,0.5,2.125,1.0928484777850904,2.13414063201187,0.4220300247339864,-0.4923497246167155,19.41330951600965,10.875,-2.0
145,CBr,0.38708764,1.8125,1.0,1.5,0.0,1.4502765948426826,0.0084787831631398,-0.09655150767721922,79.9187258649478,3.0,-0.096910013
146,CC(=O)C(F)(F)F,0.385391595,0.48611111111111116,0.6666666666666666,1.5714285714285714,1.0539452868905321,2.1378491347288526,0.28991075148720075,-0.28991075148720075,19.413281808017466,11.428571428571429,-1.853871964
147,CC(C(F)(F)F)(F)F,0.44720753,0.1875,1.0,1.0,1.3861343499850467,2.335715869759829,0.19673174712821836,-0.19673174712821836,19.428516676873038,14.25,1.600972896
148,CC(C)(F)F,0.422796813,0.8541666666666667,1.0,1.2,1.327357517447026,2.061002634292418,0.20754627421607494,-0.20754627421607494,19.28491598144615,12.0,0.954242509
149,CC(C)Br,0.36951547,0.6458333333333333,1.0,1.5,2.845137107244989,1.8941925491955878,0.008875443213827798,-0.08967031862934308,79.91873315012946,9.0,-1.259637311
150,CC(C)Cl,0.39144981,0.3055555555555556,1.0,1.5,1.8866576106055803,1.842508684556675,0.02791283065305066,-0.12361177098870252,35.4957431783523,9.0,-1.22184875
151,CC(CC(F)(F)F)(F)F,0.433993344,0.23659722222222257,1.0,1.3333333333333333,1.8621619493944843,2.298578732447558,0.20683956958901684,-0.20683956958901684,19.413770602821657,14.0,0.949390007
152,CC(Cl)(Cl)Cl,0.39595577,1.083333333333333,1.0,1.2,3.629411557112951,2.228453532548324,0.08401345114285742,-0.08401345114285742,35.58251269693426,12.0,0.698970004
153,CC(F)(F)Cl,0.436173907,0.6195987654320989,1.0,1.6,1.4449111825230678,2.1451657400281965,0.18859860391513794,-0.18859860391513794,35.49589389732414,12.0,1.255272505
154,CC(F)(F)F,0.482135692,0.1875,1.0,1.2,0.7812324237995549,2.0983092708752635,0.1715150103307834,-0.1715150103307834,19.41294579801923,12.0,1.707570176
155,CC(F)F,0.440398492,0.8333333333333335,1.0,1.5,0.518914390356217,1.8213026634537173,0.2108598585109328,-0.2108598585109328,19.27954439229368,9.0,0.204119983
156,CCBr,0.37702165,1.0625,1.0,2.0,1.388730149658827,1.6687770697621314,0.0002805112836771427,-0.09310768028380192,79.91872950669546,6.0,-0.863279433
157,CCC(=O)C(F)(F)F,0.377949624,0.46875,0.75,1.875,1.2744887948459174,2.162928008404423,0.2896014448100831,-0.2896014448100831,19.413287913893708,11.5,-1.744727495
158,CCC(F)(F)F,0.450925692,0.7291666666666665,1.0,1.5,0.9687309677476243,2.169191005234968,0.17119247563245396,-0.17119247563245396,19.41309985800311,12.0,0.041392685
159,CCCBr,0.37396719,1.1319444444444444,1.0,2.0,1.4819805060619653,1.7997615625636736,0.0028627972390594535,-0.0928186496107851,79.91872952957071,7.5,-1.387216143
160,CCCCCl,0.390299252,0.8159722222222223,1.0,2.2,1.4205001001071142,1.8601210146897886,0.02228548512208906,-0.12671715221213103,35.49566242098574,8.4,-1.920818754
161,CCCl,0.400733681,0.7222222222222223,1.0,2.0,0.8017837257372731,1.5937454258654642,0.019456700381332993,-0.12701765618915772,35.495662004327535,6.0,-0.879426069
162,CCF,0.433784461,0.25,1.0,2.0,0.26726124191242434,1.4841043790826154,0.08658380986553287,-0.25141279975229347,19.141104769707226,6.0,-0.659555885
163,CCl,0.414108329,1.4722222222222223,1.0,1.5,0.0,1.3381539846067307,0.010839185573870135,-0.13043063419853143,35.49558112991108,3.0,-0.045757491
164,CCOC(=O)C(F)(F)F,0.39964439,0.2516435185185184,0.75,2.111111111111111,1.218229249500119,2.152960218873922,0.45933279644957187,-0.45933279644957187,19.41350104626475,11.11111111111111,-1.22184875
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41007766,0.7318664965986394,1.0,1.375,2.5963340903216943,2.5271042259875363,0.3158011662118942,-0.3158011662118942,19.432931962033244,15.375,-0.096910013
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.41554179,0.695514455782313,1.0,1.25,2.6037804252456525,2.542924836344974,0.31766575233156774,-0.31766575233156774,19.434985335644043,15.375,-0.200659451
167,CCOC(C(C(F)(F)F)F)(F)F,0.408771564,0.6909722222222223,1.0,1.8333333333333333,1.898981650889735,2.34829570223861,0.31819647091511616,-0.31819647091511616,19.41863439610836,16.25,-0.394694954
168,CCOC(C(F)F)(F)F,0.406165483,0.4193055555555556,1.0,2.0,1.2955101438368577,2.228002052589522,0.3162587518739062,-0.3162587518739062,19.32724893277077,12.666666666666666,-0.681936665
169,CCOC(F)(F)F,0.41660236,0.3159722222222223,1.0,1.8571428571428572,0.8787534411210713,2.142660857598817,0.29221527166887146,-0.29221527166887146,19.42241873250594,12.0,-0.401209493
170,CF,0.467051091,0.5,1.0,1.5,0.0,1.1558472183733948,0.07850795711479129,-0.25472973849573893,19.138305477732676,3.0,0.447158031
171,COC(=O)C(F)(F)F,0.407841876,0.676412037037037,0.6666666666666666,1.875,0.9893406928398311,2.1469059217841906,0.4623591188882762,-0.4623591188882762,19.413499147115306,11.0,0.0
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41636913,0.12463860544217686,1.0,1.2,2.3674455336614066,2.525144492478965,0.3188673267312145,-0.3188673267312145,19.432929346530855,15.6,0.681241237
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.39501384,0.7029166666666669,1.0,0.9523809523809523,3.525525808272146,2.6106307015718357,0.3412666406222817,-0.3412666406222817,19.44026548482586,18.571428571428573,0.719331287
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.42672527,0.17479166666666668,1.0,1.0,2.3748918685853644,2.5407701046595528,0.3207319756677096,-0.3207319756677096,19.43498171225227,15.6,0.681241237
175,COC(C(C(F)(F)F)(F)F)(F)F,0.425652853,0.055208333333333304,1.0,1.25,1.793052489223607,2.4594145988550933,0.31877005766775307,-0.31877005766775307,19.43207108091613,15.0,0.707570176
176,COC(C(C(F)(F)F)F)(F)F,0.419893223,0.29000000000000004,1.0,1.5454545454545454,1.6700930942294472,2.343451946216251,0.3212626899249156,-0.3212626899249156,19.418632396953928,16.636363636363637,0.397940009
177,COC(C(C(F)F)(F)F)(F)F,0.411710977,0.21854166666666686,1.0,1.5454545454545454,1.6445631413299833,2.3860524407764014,0.3188843089879359,-0.3188843089879359,19.347374280134563,14.181818181818182,0.397940009
178,COC(C(F)(F)F)(C(F)(F)F)F,0.411462808,0.012916666666666465,1.0,1.0,1.7949003400347918,2.457558769556039,0.33525372039955215,-0.33525372039955215,19.433492229502008,15.0,0.568201724
179,COC(C(F)(F)F)(F)F,0.432078413,0.2852083333333333,1.0,1.3333333333333333,1.218659444785809,2.3473096460837644,0.3165869944895171,-0.3165869944895171,19.430070927828275,14.0,0.698970004
180,COC(C(F)(F)F)C(F)(F)F,0.387988684,0.352824074074074,1.0,1.1818181818181819,1.698967187367844,2.3435570465799165,0.3643248052316563,-0.3643248052316563,19.424843836538596,14.181818181818182,-0.749579998
181,COC(C(F)Cl)(F)F,0.402516034,0.6755555555555555,1.0,2.0,1.449796697181027,2.23725942265248,0.3205392083233923,-0.3205392083233923,35.49577917488835,16.125,0.155336037
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38929453,0.16929865874265193,1.0,0.7083333333333334,3.713029818763251,2.48783596196621,0.3168417656702624,-0.3168417656702624,19.357125217158583,15.75,0.230448921
183,COC(F)(F)F,0.433571628,0.5833333333333333,1.0,1.5,0.6498648844607836,2.1258138912958873,0.2952791597499822,-0.2952791597499822,19.42239887188782,12.0,0.69019608
184,COCC(C(F)(F)F)(F)F,0.37282148,0.7774305555555556,1.0,1.6,1.6352205160770998,2.3455477730784615,0.37804938116612236,-0.37804938116612236,19.428590339898083,13.8,-1.161150909
185,COCC(C(F)F)(F)F,0.362325373,0.940763888888889,1.0,2.0,1.494741050821364,2.216125653823732,0.3296451470125914,-0.3781981488743814,19.322426119017713,12.666666666666666,-1.148741651
186,COCC(F)(F)F,0.37569168,1.0074305555555556,1.0,1.8571428571428572,1.04819027904657,2.1266489125140358,0.3752739132346612,-0.3752739132346612,19.413308144907454,12.0,-1.113509275
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.43157393,2.3958333333333335,1.0,1.1538461538461537,1.8600004616194648,2.359764691725194,0.30017936116442745,-0.30017936116442745,19.42521967018476,14.307692307692308,1.348304863
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.43449436,2.1283333333333334,1.0,1.0,1.790560263736365,2.3815457267345206,0.2507136923843698,-0.2507136923843698,19.341747241547374,14.142857142857142,1.127104798
189,FC(F)(OC)C(F)(F)OC,0.39352519,0.4652083333333332,1.0,1.1,1.4418007514863485,2.3409690142228423,0.31684463157945497,-0.31684463157945497,19.33490061388563,13.8,0.230448921
190,FC(F)OC,0.416288795,0.949074074074074,1.0,1.8,0.49635503155469773,1.8682647406258301,0.3263381851028985,-0.3263381851028985,19.28664296956142,9.6,0.041392685
191,FS(F)(F)(F)(F)F,0.536314379,9.847222222222221,0.0,0.5714285714285714,2.6244532958391193,2.988726151981254,0.07190445647360968,-0.07190445647360968,32.511175456509115,23.142857142857142,3.505149978
192,N(F)(F)F,0.484370715,2.5,0.0,1.0,0.19166296949998193,1.822973645534352,0.06623681240837469,-0.06623681240837469,19.54200493664235,9.0,2.755112266
193,O=COC(F)(F)C(F)(F)F,0.420344907,0.9647916666666676,0.6666666666666666,1.6,1.228611474616573,2.3488684402712883,0.396188640381331,-0.396188640381331,19.430079799665045,12.9,0.556302501
194,O=S(=O)(F)F,0.482147797,5.666666666666666,0.0,1.2,1.1350166443063272,1.8533340229937307,0.1602380866312041,-0.1602380866312041,32.279056559923234,11.6,1.556302501
195,OCCF,0.385074629,0.3472222222222223,1.0,2.0,0.4125890342545925,1.535687642859531,0.11246039712919563,-0.39366054126169014,19.14125364678181,7.5,-1.356547324
