index,SMILE,IP,FractionCSP3,BCUT2D_LOGPHI,qed,FpDensityMorgan1,Chi2v,BCUT2D_CHGLO,SPS,SMR_VSA5,VSA_EState8,GWP
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38933076,0.75,2.597420350813669,0.4901595368899746,0.47619047619047616,3.6224216574923447,-2.38488085892127,16.047619047619047,35.78894435791636,1.887193995653817,-0.790484985
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.39444207,0.6666666666666666,2.5267886205734547,0.5263927881090195,0.6666666666666666,2.4736355686167477,-2.3143822037789854,15.266666666666667,23.943886021727202,2.063530328798186,-0.690369833
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0.396643015,0.6,2.461931569416632,0.4699889568674792,0.8333333333333334,1.8992425241789481,-2.247914091214383,14.583333333333334,18.02135685363263,2.1821527777777776,-0.628932138
139,C=CC(C(F)(F)F)(F)F,0.400060601,0.5,2.351343842646831,0.39315344317450157,1.0,1.32484947974115,-2.1345563461610766,13.444444444444445,12.098827685538051,2.328819444444444,-0.739928612
140,C=CC(F)(F)F,0.403786882,0.3333333333333333,2.132304000615986,0.40269220626441804,1.3333333333333333,0.7457366948716343,-1.9124473760098013,11.166666666666666,6.176298517443475,2.5069444444444446,-0.583359493
141,C=CCOC(=O)C(F)(F)F,0.366368943,0.4,2.1543905303486564,0.44197337109201434,1.6,1.3848959161667855,-2.0288242090891657,10.7,6.176298517443475,2.651817365835223,-2.15490196
142,C=CF,0.374231874,0.0,1.4786546255195343,0.38291489315291866,2.0,0.15430334996209188,-1.2768007709614317,4.333333333333333,0.0,2.6944444444444446,-1.619788758
143,C=COC(=O)C(F)(F)F,0.368239439,0.25,2.1547741129873645,0.40416892934008347,1.5555555555555556,1.0697343444723242,-1.9997569985688912,10.555555555555555,6.176298517443475,2.7711111111111113,-2.096910013
144,C=COCC(F)(F)F,0.33623079,0.5,2.13414063201187,0.5115206773772702,1.5,1.0928484777850904,-2.0243393860050416,10.875,6.176298517443475,1.6880555555555556,-1.236572006
145,CBr,0.38708764,1.0,1.4502765948426826,0.3936198519990384,1.5,0.0,-1.0534842764131553,3.0,0.0,0.0,0.385606274
146,CC(=O)C(F)(F)F,0.385391595,0.6666666666666666,2.1378491347288526,0.45880344116999744,1.4285714285714286,1.0539452868905321,-1.9523580697180463,11.428571428571429,13.100035717134098,0.48611111111111116,-1.045757491
147,CC(C(F)(F)F)(F)F,0.44720753,1.0,2.335715869759829,0.44527031093697456,0.875,1.3861343499850467,-2.1230311524457597,14.25,19.022564885228675,-0.1875,3.658011397
148,CC(C)(F)F,0.422796813,1.0,2.061002634292418,0.414799203628493,1.2,1.327357517447026,-1.940044277265348,12.0,19.770003567475825,1.7083333333333335,2.777426822
149,CC(C)Br,0.36951547,1.0,1.8941925491955878,0.43047180293883447,1.5,2.845137107244989,-1.7596704338412612,9.0,18.67464846967806,4.166666666666667,-0.899629455
150,CC(C)Cl,0.39144981,1.0,1.842508684556675,0.386541833877651,1.5,1.8866576106055803,-1.7551373202348441,9.0,19.224562267586975,3.864197530864198,-0.742321425
151,CC(CC(F)(F)F)(F)F,0.433993344,1.0,2.298578732447558,0.5010979228247958,1.0,1.8621619493944843,-2.1115988643596,14.0,25.443386508154685,0.23659722222222257,2.960946196
152,CC(Cl)(Cl)Cl,0.39595577,1.0,2.228453532548324,0.4451705567734128,1.2,3.629411557112951,-1.9426904303137371,12.0,10.716273135220394,1.4837962962962963,2.206825876
153,CC(F)(F)Cl,0.436173907,1.0,2.1451657400281965,0.4076457672724475,1.6,1.4449111825230678,-1.903835954715274,12.0,12.30544818982953,0.6195987654320989,3.361727836
154,CC(F)(F)F,0.482135692,1.0,2.0983092708752635,0.4175407165966273,1.2,0.7812324237995549,-1.8840092472332135,12.0,13.100035717134098,0.1875,3.764176132
155,CC(F)F,0.440398492,1.0,1.8213026634537173,0.39915452119348377,1.5,0.518914390356217,-1.6976073822828703,9.0,13.349181944549816,0.8333333333333335,2.214843848
156,CCBr,0.37702165,1.0,1.6687770697621314,0.4121785720964007,2.0,1.388730149658827,-1.4513487321343121,6.0,6.923737199690624,2.0416666666666665,-0.312471039
157,CCC(=O)C(F)(F)F,0.377949624,0.75,2.162928008404423,0.5202440509752633,1.5,1.2744887948459174,-1.9878179694356828,11.5,19.520857340060108,1.176412037037037,-1.022276395
158,CCC(F)(F)F,0.450925692,1.0,2.169191005234968,0.43408137461655616,1.3333333333333333,0.9687309677476243,-1.96117015386077,12.0,19.520857340060108,1.0833333333333333,1.873901598
159,CCCBr,0.37396719,1.0,1.7997615625636736,0.4659881510679793,1.75,1.4819805060619653,-1.655371312518944,7.5,13.344558822616634,2.1336805555555554,-1.283996656
160,CCCCCl,0.390299252,1.0,1.8601210146897886,0.45745018943386945,1.6,1.4205001001071142,-1.7695385035786768,8.4,19.765380445542643,2.127361111111111,-2.15490196
161,CCCl,0.400733681,1.0,1.5937454258654642,0.37198554725482313,2.0,0.8017837257372731,-1.4502156870769158,6.0,6.923737199690624,1.8904320987654322,-0.317854924
162,CCF,0.433784461,1.0,1.4841043790826154,0.38239715499610855,2.0,0.26726124191242434,-1.451833639659121,6.0,6.923737199690624,1.2083333333333335,0.684845362
163,CCl,0.414108329,1.0,1.3381539846067307,0.3573626606013345,1.5,0.0,-1.062287265670477,3.0,0.0,0.0,0.743509765
164,CCOC(=O)C(F)(F)F,0.39964439,0.75,2.152960218873922,0.5124036393908263,1.5555555555555556,1.218229249500119,-2.024458466950312,11.11111111111111,13.100035717134098,1.0575231481481482,0.198657087
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41007766,1.0,2.5271042259875363,0.7064777716131744,0.75,2.5963340903216943,-2.322128884667725,15.375,31.053683563004736,-0.4243565759637191,1.783188691
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.41554179,1.0,2.542924836344974,0.7092286546858098,0.75,2.6037804252456525,-2.3452758501653754,15.375,31.053683563004736,-0.5219160997732426,1.53529412
167,CCOC(C(C(F)(F)F)F)(F)F,0.408771564,1.0,2.34829570223861,0.6298840095796973,1.1666666666666667,1.898981650889735,-2.20959295760598,16.25,25.380300622325876,0.34772250566893437,1.421603927
168,CCOC(C(F)F)(F)F,0.406165483,1.0,2.228002052589522,0.5521020457033079,1.4444444444444444,1.2955101438368577,-2.126656674930856,12.666666666666666,19.4577714542313,0.7992361111111113,1.096910013
169,CCOC(F)(F)F,0.41660236,1.0,2.142660857598817,0.502028066044374,1.4285714285714286,0.8787534411210713,-2.0103253929044564,12.0,13.286096058721007,0.969236111111111,1.465382851
170,CF,0.467051091,1.0,1.1558472183733948,0.3673293108901918,1.5,0.0,-1.1018967854650827,3.0,0.0,0.0,2.130333768
171,COC(=O)C(F)(F)F,0.407841876,0.6666666666666666,2.1469059217841906,0.4491127109804482,1.5,0.9893406928398311,-1.9948048485356067,11.0,6.176298517443475,0.0,1.915399835
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41636913,1.0,2.525144492478965,0.6992206360329705,0.6666666666666666,2.3674455336614066,-2.3162958343758095,15.6,24.12994636331411,0.0,2.7355989
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.39501384,1.0,2.6106307015718357,0.6888925796479488,0.5238095238095238,3.525525808272146,-2.429146718632522,18.571428571428573,35.975004699503266,0.0,2.607455023
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.42672527,1.0,2.5407701046595528,0.6841411321236668,0.6666666666666666,2.3748918685853644,-2.3393405214279386,15.6,24.12994636331411,0.0,2.640481437
175,COC(C(C(F)(F)F)(F)F)(F)F,0.425652853,1.0,2.4594145988550933,0.6216574973922095,0.8333333333333334,1.793052489223607,-2.255059188647385,15.0,18.207417195219534,0.0,2.760422483
176,COC(C(C(F)(F)F)F)(F)F,0.419893223,1.0,2.343451946216251,0.5940681441672168,1.0909090909090908,1.6700930942294472,-2.1959884518814374,16.636363636363637,18.456563422635252,0.0,2.421603927
177,COC(C(C(F)F)(F)F)(F)F,0.411710977,1.0,2.3860524407764014,0.6071623033716994,1.0909090909090908,1.6445631413299833,-2.2272365671994554,14.181818181818182,18.456563422635252,0.0,2.442479769
178,COC(C(F)(F)F)(C(F)(F)F)F,0.411462808,1.0,2.457558769556039,0.5903120969902259,0.75,1.7949003400347918,-2.271466157119725,15.0,18.207417195219534,0.0,2.593286067
179,COC(C(F)(F)F)(F)F,0.432078413,1.0,2.3473096460837644,0.5174653102504866,1.0,1.218659444785809,-2.1550337970185973,14.0,12.28488802712496,0.0,2.873320602
180,COC(C(F)(F)F)C(F)(F)F,0.387988684,1.0,2.3435570465799165,0.5641138623913207,0.9090909090909091,1.698967187367844,-2.201793557661406,14.181818181818182,18.456563422635252,0.0,0.910090546
181,COC(C(F)Cl)(F)F,0.402516034,1.0,2.23725942265248,0.5425087175546522,1.625,1.449796697181027,-2.1138455572302033,16.125,11.739446727236109,0.0,2.133538908
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38929453,1.0,2.48783596196621,0.5569285778682652,0.375,3.713029818763251,-2.3351545097599513,15.75,36.65153705808891,0.0,2.340444115
183,COC(F)(F)F,0.433571628,1.0,2.1258138912958873,0.44334097683436796,1.3333333333333333,0.6498648844607836,-1.9684096162004956,12.0,6.362358859030383,0.0,2.789580712
184,COCC(C(F)(F)F)(F)F,0.37282148,1.0,2.3455477730784615,0.5654504667206317,1.1,1.6352205160770998,-2.1721370035090497,13.8,12.098827685538051,-1.6284722222222223,0.204119983
185,COCC(C(F)F)(F)F,0.362325373,1.0,2.216125653823732,0.5484163332007153,1.4444444444444444,1.494741050821364,-2.119916133250274,12.666666666666666,12.347973912953767,-1.2314814814814814,0.225309282
186,COCC(F)(F)F,0.37569168,1.0,2.1266489125140358,0.4972086342176293,1.4285714285714286,1.04819027904657,-2.0051568954766967,12.0,6.176298517443475,-1.1597222222222223,0.31386722
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.43157393,1.0,2.359764691725194,0.647162034622946,0.7692307692307693,1.8600004616194648,-2.217308432432545,14.307692307692308,25.068068509081353,-4.1312500000000005,3.482873584
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.43449436,1.0,2.3815457267345206,0.6804941929494385,0.6428571428571429,1.790560263736365,-2.2390862054259597,14.142857142857142,25.440189192255172,-8.505282501889647,3.521138084
189,FC(F)(OC)C(F)(F)OC,0.39352519,1.0,2.3409690142228423,0.5846800571542279,0.8,1.4418007514863485,-2.214126606007889,13.8,12.21717901936297,0.0,2.305351369
190,FC(F)OC,0.416288795,1.0,1.8682647406258301,0.45540924099330404,1.6,0.49635503155469773,-1.8514876540969207,9.6,6.611505086446101,-2.6157407407407405,2.133538908
191,FS(F)(F)(F)(F)F,0.536314379,0.0,2.988726151981254,0.4601519369796083,0.5714285714285714,2.6244532958391193,-2.279868728472751,23.142857142857142,0.0,0.0,4.401400541
192,N(F)(F)F,0.484370715,0.0,1.822973645534352,0.3839802173164478,1.0,0.19166296949998193,-1.669796668564993,9.0,0.0,0.0,4.240549248
193,O=COC(F)(F)C(F)(F)F,0.420344907,0.6666666666666666,2.3488684402712883,0.4539434690773572,1.1,1.228611474616573,-2.1496144774912174,12.9,12.28488802712496,-0.9647916666666676,2.775974331
194,O=S(=O)(F)F,0.482147797,0.0,1.8533340229937307,0.40838224316833815,1.2,1.1350166443063272,-1.569864411987747,11.6,0.0,0.0,3.665580991
195,OCCF,0.385074629,1.0,1.535687642859531,0.4528643106806505,1.75,0.4125890342545925,-1.658739217324003,7.5,0.0,-0.9722222222222223,-0.27572413
