index,SMILE,IP,SMR_VSA7,MinAbsEStateIndex,FpDensityMorgan3,SlogP_VSA12,fr_ketone,EState_VSA5,VSA_EState3,HomoLumoGap,BCUT2D_LOGPHI,LF
164,CCOC(=O)C(F)(F)F,0.39964439,0.0,0.2516435185185184,2.111111111111111,0.0,0,6.923737199690624,0.0,0.27347,2.152960218873922,-1.22184875
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41007766,0.0,0.7318664965986394,1.375,0.0,0,0.0,0.0,0.37148,2.5271042259875363,-0.096910013
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.41554179,0.0,0.695514455782313,1.25,0.0,0,0.0,0.0,0.35809,2.542924836344974,-0.200659451
167,CCOC(C(C(F)(F)F)F)(F)F,0.408771564,0.0,0.6909722222222223,1.8333333333333333,0.0,0,0.0,0.0,0.37146,2.34829570223861,-0.394694954
168,CCOC(C(F)F)(F)F,0.406165483,0.0,0.4193055555555556,2.0,0.0,0,6.923737199690624,0.0,0.3979,2.228002052589522,-0.681936665
169,CCOC(F)(F)F,0.41660236,0.0,0.3159722222222223,1.8571428571428572,0.0,0,6.923737199690624,0.0,0.41302,2.142660857598817,-0.401209493
170,CF,0.467051091,0.0,0.5,1.5,0.0,0,0.0,0.0,0.43841,1.1558472183733948,0.447158031
171,COC(=O)C(F)(F)F,0.407841876,0.0,0.676412037037037,1.875,0.0,0,0.0,0.0,0.27392,2.1469059217841906,0.0
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41636913,0.0,0.12463860544217686,1.2,0.0,0,0.0,0.0,0.37476,2.525144492478965,0.681241237
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.39501384,0.0,0.7029166666666669,0.9523809523809523,0.0,0,0.0,0.0,0.32127,2.6106307015718357,0.719331287
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.42672527,0.0,0.17479166666666668,1.0,0.0,0,0.0,0.0,0.36263,2.5407701046595528,0.681241237
175,COC(C(C(F)(F)F)(F)F)(F)F,0.425652853,0.0,0.055208333333333304,1.25,0.0,0,0.0,0.0,0.39037,2.4594145988550933,0.707570176
176,COC(C(C(F)(F)F)F)(F)F,0.419893223,0.0,0.29000000000000004,1.5454545454545454,0.0,0,0.0,0.0,0.37654,2.343451946216251,0.397940009
177,COC(C(C(F)F)(F)F)(F)F,0.411710977,0.0,0.21854166666666686,1.5454545454545454,0.0,0,0.0,0.0,0.38593,2.3860524407764014,0.397940009
178,COC(C(F)(F)F)(C(F)(F)F)F,0.411462808,0.0,0.012916666666666465,1.0,0.0,0,0.0,0.0,0.37417,2.457558769556039,0.568201724
179,COC(C(F)(F)F)(F)F,0.432078413,0.0,0.2852083333333333,1.3333333333333333,0.0,0,0.0,0.0,0.41061,2.3473096460837644,0.698970004
180,COC(C(F)(F)F)C(F)(F)F,0.387988684,0.0,0.352824074074074,1.1818181818181819,0.0,0,0.0,0.0,0.35212,2.3435570465799165,-0.749579998
181,COC(C(F)Cl)(F)F,0.402516034,0.0,0.6755555555555555,2.0,11.600939890232516,0,0.0,0.0,0.32347,2.23725942265248,0.155336037
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38929453,0.0,0.16929865874265193,0.7083333333333334,0.0,0,0.0,0.0,0.39374,2.48783596196621,0.230448921
183,COC(F)(F)F,0.433571628,0.0,0.5833333333333333,1.5,0.0,0,0.0,0.0,0.42573,2.1258138912958873,0.69019608
184,COCC(C(F)(F)F)(F)F,0.37282148,0.0,0.7774305555555556,1.6,0.0,0,0.0,0.0,0.33713,2.3455477730784615,-1.161150909
185,COCC(C(F)F)(F)F,0.362325373,0.0,0.940763888888889,2.0,0.0,0,0.0,0.0,0.33121,2.216125653823732,-1.148741651
186,COCC(F)(F)F,0.37569168,0.0,1.0074305555555556,1.8571428571428572,0.0,0,0.0,0.0,0.35254,2.1266489125140358,-1.113509275
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.43157393,0.0,2.3958333333333335,1.1538461538461537,0.0,0,0.0,0.0,0.39668,2.359764691725194,1.348304863
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.43449436,0.0,2.1283333333333334,1.0,0.0,0,0.0,0.0,0.42663,2.3815457267345206,1.127104798
189,FC(F)(OC)C(F)(F)OC,0.39352519,0.0,0.4652083333333332,1.1,0.0,0,0.0,0.0,0.39965,2.3409690142228423,0.230448921
190,FC(F)OC,0.416288795,0.0,0.949074074074074,1.8,0.0,0,0.0,0.0,0.4183,1.8682647406258301,0.041392685
191,FS(F)(F)(F)(F)F,0.536314379,0.0,9.847222222222221,0.5714285714285714,10.609995880123824,0,0.0,0.0,0.33848,2.988726151981254,3.505149978
192,N(F)(F)F,0.484370715,0.0,2.5,1.0,0.0,0,0.0,0.0,0.3711,1.822973645534352,2.755112266
193,O=COC(F)(F)C(F)(F)F,0.420344907,0.0,0.9647916666666676,1.6,0.0,0,0.0,0.0,0.27934,2.3488684402712883,0.556302501
194,O=S(=O)(F)F,0.482147797,0.0,5.666666666666666,1.2,0.0,0,0.0,0.0,0.33379,1.8533340229937307,1.556302501
195,OCCF,0.385074629,0.0,0.3472222222222223,2.0,0.0,0,0.0,7.5,0.35533,1.535687642859531,-1.356547324
