index,SMILE,IP,SMR_VSA7,fr_halogen,Chi2v,FractionCSP3,SMR_VSA6,MinAbsEStateIndex,AvgIpc,SPS,FpDensityMorgan2,LF
154,CC(F)(F)F,0.482135692,0.0,3,0.7812324237995549,1.0,0.0,0.1875,0.7219280948873623,12.0,1.2,1.707570176
155,CC(F)F,0.440398492,0.0,2,0.518914390356217,1.0,0.0,0.8333333333333335,0.8112781244591328,9.0,1.5,0.204119983
156,CCBr,0.37702165,0.0,1,1.388730149658827,1.0,5.330089647061427,1.0625,0.9182958340544894,6.0,2.0,-0.863279433
157,CCC(=O)C(F)(F)F,0.377949624,0.0,3,1.2744887948459174,0.75,0.0,0.46875,1.6203352658383443,11.5,1.875,-1.744727495
158,CCC(F)(F)F,0.450925692,0.0,3,0.9687309677476243,1.0,0.0,0.7291666666666665,1.3516441151533922,12.0,1.5,0.041392685
159,CCCBr,0.37396719,0.0,1,1.4819805060619653,1.0,5.330089647061427,1.1319444444444444,1.370950594454669,7.5,2.0,-1.387216143
160,CCCCCl,0.390299252,0.0,1,1.4205001001071142,1.0,5.880003444970339,0.8159722222222223,1.4056390622295665,8.4,2.2,-1.920818754
161,CCCl,0.400733681,0.0,1,0.8017837257372731,1.0,5.880003444970339,0.7222222222222223,0.9182958340544894,6.0,2.0,-0.879426069
162,CCF,0.433784461,0.0,1,0.26726124191242434,1.0,6.674590972274908,0.25,0.9182958340544894,6.0,2.0,-0.659555885
163,CCl,0.414108329,0.0,1,0.0,1.0,6.3829190217349545,1.4722222222222223,1.0,3.0,1.5,-0.045757491
164,CCOC(=O)C(F)(F)F,0.39964439,0.0,3,1.218229249500119,0.75,6.606881964512918,0.2516435185185184,1.6431060651096356,11.11111111111111,2.0,-1.22184875
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41007766,0.0,9,2.5963340903216943,1.0,6.606881964512918,0.7318664965986394,2.0052437236705822,15.375,1.125,-0.096910013
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.41554179,0.0,9,2.6037804252456525,1.0,6.606881964512918,0.695514455782313,1.9754539118638548,15.375,1.0625,-0.200659451
167,CCOC(C(C(F)(F)F)F)(F)F,0.408771564,0.0,6,1.898981650889735,1.0,6.606881964512918,0.6909722222222223,1.8379996300562602,16.25,1.5833333333333333,-0.394694954
168,CCOC(C(F)F)(F)F,0.406165483,0.0,4,1.2955101438368577,1.0,6.606881964512918,0.4193055555555556,1.6503097444942738,12.666666666666666,1.8888888888888888,-0.681936665
169,CCOC(F)(F)F,0.41660236,0.0,3,0.8787534411210713,1.0,6.606881964512918,0.3159722222222223,1.2958363892911637,12.0,1.8571428571428572,-0.401209493
170,CF,0.467051091,0.0,1,0.0,1.0,7.1775065490395225,0.5,1.0,3.0,1.5,0.447158031
171,COC(=O)C(F)(F)F,0.407841876,0.0,3,0.9893406928398311,0.6666666666666666,7.109797541277533,0.676412037037037,1.6203352658383443,11.0,1.875,0.0
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41636913,0.0,9,2.3674455336614066,1.0,7.109797541277533,0.12463860544217686,2.0119671581158425,15.6,1.0,0.681241237
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.39501384,0.0,13,3.525525808272146,1.0,7.109797541277533,0.7029166666666669,2.211734176876457,18.571428571428573,0.8095238095238095,0.719331287
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.42672527,0.0,9,2.3748918685853644,1.0,7.109797541277533,0.17479166666666668,1.9810272659383548,15.6,0.9333333333333333,0.681241237
175,COC(C(C(F)(F)F)(F)F)(F)F,0.425652853,0.0,7,1.793052489223607,1.0,7.109797541277533,0.055208333333333304,1.8483335453198617,15.0,1.1666666666666667,0.707570176
176,COC(C(C(F)(F)F)F)(F)F,0.419893223,0.0,6,1.6700930942294472,1.0,7.109797541277533,0.29000000000000004,1.8440159989938614,16.636363636363637,1.4545454545454546,0.397940009
177,COC(C(C(F)F)(F)F)(F)F,0.411710977,0.0,6,1.6445631413299833,1.0,7.109797541277533,0.21854166666666686,1.8702082025858733,14.181818181818182,1.4545454545454546,0.397940009
178,COC(C(F)(F)F)(C(F)(F)F)F,0.411462808,0.0,7,1.7949003400347918,1.0,7.109797541277533,0.012916666666666465,1.8054722985800935,15.0,1.0,0.568201724
179,COC(C(F)(F)F)(F)F,0.432078413,0.0,5,1.218659444785809,1.0,7.109797541277533,0.2852083333333333,1.6364527976600283,14.0,1.3333333333333333,0.698970004
180,COC(C(F)(F)F)C(F)(F)F,0.387988684,0.0,6,1.698967187367844,1.0,7.109797541277533,0.352824074074074,1.5603151589862347,14.181818181818182,1.1818181818181819,-0.749579998
181,COC(C(F)Cl)(F)F,0.402516034,0.0,4,1.449796697181027,1.0,7.109797541277533,0.6755555555555555,1.6668127273868607,16.125,2.0,0.155336037
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38929453,0.0,12,3.713029818763251,1.0,14.219595082555067,0.16929865874265193,2.349734538003892,15.75,0.5416666666666666,0.230448921
183,COC(F)(F)F,0.433571628,0.0,3,0.6498648844607836,1.0,7.109797541277533,0.5833333333333333,1.3516441151533922,12.0,1.5,0.69019608
184,COCC(C(F)(F)F)(F)F,0.37282148,0.0,5,1.6352205160770998,1.0,13.716679505790452,0.7774305555555556,1.613308435568507,13.8,1.5,-1.161150909
185,COCC(C(F)F)(F)F,0.362325373,0.0,4,1.494741050821364,1.0,13.716679505790452,0.940763888888889,1.6503097444942738,12.666666666666666,1.8888888888888888,-1.148741651
186,COCC(F)(F)F,0.37569168,0.0,3,1.04819027904657,1.0,13.716679505790452,1.0074305555555556,1.2958363892911637,12.0,1.8571428571428572,-1.113509275
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.43157393,0.0,8,1.8600004616194648,1.0,0.0,2.3958333333333335,1.766634112962296,14.307692307692308,1.0769230769230769,1.348304863
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.43449436,0.0,8,1.790560263736365,1.0,0.0,2.1283333333333334,1.7848213137893962,14.142857142857142,0.8571428571428571,1.127104798
189,FC(F)(OC)C(F)(F)OC,0.39352519,0.0,4,1.4418007514863485,1.0,14.219595082555067,0.4652083333333332,1.876530097501744,13.8,1.0,0.230448921
190,FC(F)OC,0.416288795,0.0,2,0.49635503155469773,1.0,7.109797541277533,0.949074074074074,1.3787834934861756,9.6,1.8,0.041392685
191,FS(F)(F)(F)(F)F,0.536314379,0.0,6,2.6244532958391193,0.0,0.0,9.847222222222221,0.5916727785823274,23.142857142857142,0.5714285714285714,3.505149978
192,N(F)(F)F,0.484370715,0.0,3,0.19166296949998193,0.0,0.0,2.5,0.8112781244591328,9.0,1.0,2.755112266
193,O=COC(F)(F)C(F)(F)F,0.420344907,0.0,5,1.228611474616573,0.6666666666666666,0.0,0.9647916666666676,1.613308435568507,12.9,1.5,0.556302501
194,O=S(=O)(F)F,0.482147797,0.0,2,1.1350166443063272,0.0,0.0,5.666666666666666,0.7219280948873623,11.6,1.2,1.556302501
195,OCCF,0.385074629,0.0,1,0.4125890342545925,1.0,13.281472936787825,0.3472222222222223,1.370950594454669,7.5,2.0,-1.356547324
