index,SMILE,HomoLumoGap,Chi2n,MolMR,Chi1n,BCUT2D_LOGPLOW,IP,AvgIpc,MaxPartialCharge,BCUT2D_MWHI,fr_halogen,LF
135,C=C(F)F,0.28947,0.33868981334099574,11.356000000000002,0.731517863602501,-1.3260444935407103,0.374979178,0.8112781244591328,0.26268886702657623,19.27694295984127,2,-1.886056648
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.27212,3.6224216574923447,40.986999999999995,4.403692499618651,-2.6929247328190136,0.38933076,2.257924097331966,0.4596472974977375,19.433862287197393,13,-1.602059991
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.27227,2.4736355686167477,31.093,3.1477635536001976,-2.596494702085384,0.39444207,2.0119671581158425,0.45965877615865425,19.432795573193253,9,-1.602059991
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0.27259,1.8992425241789481,26.145999999999997,2.519799080590971,-2.501489903460807,0.396643015,1.8483335453198617,0.4597477521503152,19.431704482989815,7,-1.602059991
139,C=CC(C(F)(F)F)(F)F,0.27422,1.32484947974115,21.198999999999998,1.8918346075817443,-2.3312947129965678,0.400060601,1.6364527976600283,0.4568736092346823,19.42853370241203,5,-1.602059991
140,C=CC(F)(F)F,0.27809,0.7457366948716343,16.252000000000002,1.263870134572517,-1.9793375544574556,0.403786882,1.3516441151533922,0.4086959003037961,19.413025771939722,3,-1.602059991
141,C=CCOC(=O)C(F)(F)F,0.24274,1.3848959161667855,27.210999999999995,2.3303667155002428,-2.2475283786042026,0.366368943,1.8019799364419475,0.49043241593429476,19.41350178741698,3,-2.522878745
142,C=CF,0.28154,0.15430334996209188,11.305000000000001,0.6264661806998554,-0.9898870329932349,0.374231874,0.9182958340544894,0.07946646029724827,19.139700179346192,1,-2.15490196
143,C=COC(=O)C(F)(F)F,0.22521,1.0697343444723242,22.343999999999998,1.869145550837083,-2.2277055643304045,0.368239439,1.6431060651096356,0.49084553798651587,19.413500545733278,3,-2.397940009
144,C=COCC(F)(F)F,0.26885,1.0928484777850904,22.203999999999994,1.8531257855613066,-2.139445987890961,0.33623079,1.5920001314822056,0.4220300247339864,19.41330951600965,3,-2.0
145,CBr,0.27494,0.0,14.851,0.3779644730092272,-0.8081765948426827,0.38708764,1.0,-0.0084787831631398,79.9187258649478,1,-0.096910013
146,CC(=O)C(F)(F)F,0.22636,1.0539452868905321,16.736,1.5210708547457725,-2.176778519816378,0.385391595,1.3143204867061786,0.44917041616537884,19.413281808017466,3,-1.853871964
147,CC(C(F)(F)F)(F)F,0.43408,1.3861343499850467,16.676000000000002,1.6949111825230683,-2.319116031307656,0.44720753,1.253297578463043,0.4524239824133937,19.428516676873038,5,1.600972896
148,CC(C)(F)F,0.41703,1.327357517447026,16.295,1.3779644730092273,-1.9786486546106175,0.422796813,0.7219280948873623,0.24221171934225166,19.28491598144615,2,0.954242509
149,CC(C)Br,0.26734,1.0137860496616107,24.06299999999999,1.372918428615244,-1.6891331013059183,0.36951547,0.8112781244591328,0.008875443213827798,79.91873315012946,1,-1.259637311
150,CC(C)Cl,0.31386,1.0137860496616107,20.988999999999994,1.372918428615244,-1.7037739041746556,0.39144981,0.8112781244591328,0.02791283065305066,35.4957431783523,1,-1.22184875
151,CC(CC(F)(F)F)(F)F,0.41863,1.8621619493944843,21.292999999999996,2.1520179637096155,-2.2129064300715044,0.433993344,1.1431558784658322,0.39433257360596125,19.413770602821657,5,0.949390007
152,CC(Cl)(Cl)Cl,0.26298,0.7812324237995549,25.963999999999995,1.066946709513841,-1.8709553521566098,0.39595577,0.7219280948873623,0.18738218534988657,35.58251269693426,3,0.698970004
153,CC(F)(F)Cl,0.32984,0.7812324237995549,16.474,1.066946709513841,-1.9229812206193004,0.436173907,0.7219280948873623,0.3184320295444563,35.49589389732414,3,1.255272505
154,CC(F)(F)F,0.48056,0.7812324237995549,11.729000000000003,1.066946709513841,-1.9477704512683969,0.482135692,0.7219280948873623,0.38592038429099035,19.41294579801923,3,1.707570176
155,CC(F)F,0.43548,0.518914390356217,11.678000000000003,1.0137860496616107,-1.6937985407860436,0.440398492,0.8112781244591328,0.23542699288137842,19.27954439229368,2,0.204119983
156,CCBr,0.2721,0.26726124191242434,19.467999999999996,0.9743680230989717,-1.336534414346914,0.37702165,0.9182958340544894,0.0002805112836771427,79.91872950669546,1,-0.863279433
157,CCC(=O)C(F)(F)F,0.22668,1.2744887948459174,21.352999999999994,2.0817310265255937,-2.2047736342643094,0.377949624,1.6203352658383443,0.4494576837789488,19.413287913893708,3,-1.744727495
158,CCC(F)(F)F,0.44822,0.9687309677476243,16.346000000000004,1.6276068812936622,-2.019854873544049,0.450925692,1.3516441151533922,0.38836082418666246,19.41309985800311,3,0.041392685
159,CCCBr,0.27139,0.6889822365046134,24.08499999999999,1.4743680230989717,-1.5393298987290251,0.37396719,1.370950594454669,0.0028627972390594535,79.91872952957071,1,-1.387216143
160,CCCCCl,0.31668,1.042535627097887,25.62799999999999,1.9743680230989717,-1.6478813837916089,0.390299252,1.4056390622295665,0.02228548512208906,35.49566242098574,1,-1.920818754
161,CCCl,0.31872,0.26726124191242434,16.394000000000002,0.9743680230989717,-1.3573964031887822,0.400733681,0.9182958340544894,0.019456700381332993,35.495662004327535,1,-0.879426069
162,CCF,0.42342,0.26726124191242434,11.649000000000003,0.9743680230989717,-1.3998869203759101,0.433784461,0.9182958340544894,0.08658380986553287,19.141104769707226,1,-0.659555885
163,CCl,0.32194,0.0,11.777000000000001,0.3779644730092272,-0.8521539846067309,0.414108329,1.0,0.010839185573870135,35.49558112991108,1,-0.045757491
164,CCOC(=O)C(F)(F)F,0.27347,1.218229249500119,22.68799999999999,2.220976915759064,-2.245781266602095,0.39964439,1.6431060651096356,0.49041928058598805,19.41350104626475,3,-1.22184875
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.37148,2.5963340903216943,32.522,3.650746189554813,-2.6119525157180474,0.41007766,2.0052437236705822,0.45977625651830173,19.432931962033244,9,-0.096910013
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.35809,2.6037804252456525,32.522,3.650746189554813,-2.6490115073339218,0.41554179,1.9754539118638548,0.44011586902534255,19.434985335644043,9,-0.200659451
167,CCOC(C(C(F)(F)F)F)(F)F,0.37146,1.898981650889735,27.523999999999994,2.9403854029619776,-2.4302409562128906,0.408771564,1.8379996300562602,0.4279023591179079,19.41863439610836,6,-0.394694954
168,CCOC(C(F)F)(F)F,0.3979,1.2955101438368577,22.57699999999999,2.3029814490893163,-2.293101306566102,0.406165483,1.6503097444942738,0.41598141703848696,19.32724893277077,4,-0.681936665
169,CCOC(F)(F)F,0.41302,0.8787534411210713,17.681,1.7668527705271329,-2.1161900108801306,0.41660236,1.2958363892911637,0.5219946807776596,19.42241873250594,3,-0.401209493
170,CF,0.43841,0.0,7.032,0.3779644730092272,-0.9391472183733947,0.467051091,1.0,0.07850795711479129,19.138305477732676,1,0.447158031
171,COC(=O)C(F)(F)F,0.27392,0.9893406928398311,18.070999999999998,1.6334432904415672,-2.231252259933366,0.407841876,1.6203352658383443,0.49040771362122715,19.413499147115306,3,0.0
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.37476,2.3674455336614066,27.905,3.0632125642373165,-2.609258799320835,0.41636913,2.0119671581158425,0.45977625427904034,19.432929346530855,9,0.681241237
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.32127,3.525525808272146,37.79900000000001,4.31914151025577,-2.74955693445392,0.39501384,2.211734176876457,0.4591793321736477,19.44026548482586,13,0.719331287
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.36263,2.3748918685853644,27.905,3.0632125642373165,-2.6462716800293564,0.42672527,1.9810272659383548,0.44011564042598583,19.43498171225227,9,0.681241237
175,COC(C(C(F)(F)F)(F)F)(F)F,0.39037,1.793052489223607,22.958,2.4352480912280896,-2.5233100058533893,0.425652853,1.8483335453198617,0.4623841418046599,19.43207108091613,7,0.707570176
176,COC(C(C(F)(F)F)F)(F)F,0.37654,1.6700930942294472,22.906999999999996,2.3528517776444806,-2.4227888589597373,0.419893223,1.8440159989938614,0.42790213892314843,19.418632396953928,6,0.397940009
177,COC(C(C(F)F)(F)F)(F)F,0.38593,1.6445631413299833,22.906999999999996,2.3434122967810467,-2.4698224005379457,0.411710977,1.8702082025858733,0.4246866861308294,19.347374280134563,6,0.397940009
178,COC(C(F)(F)F)(C(F)(F)F)F,0.37417,1.7949003400347918,22.958,2.4352480912280896,-2.5404437523841676,0.411462808,1.8054722985800935,0.4578335988367796,19.433492229502008,7,0.568201724
179,COC(C(F)(F)F)(F)F,0.41061,1.218659444785809,18.011000000000003,1.8072836182188627,-2.373388071303248,0.432078413,1.6364527976600283,0.4824497615945407,19.430070927828275,5,0.698970004
180,COC(C(F)(F)F)C(F)(F)F,0.35212,1.698967187367844,22.906999999999996,2.3551942390766865,-2.4296658801341384,0.387988684,1.5603151589862347,0.42314110270816097,19.424843836538596,6,-0.749579998
181,COC(C(F)Cl)(F)F,0.32347,1.0666215871765699,22.705,1.7154478237718196,-2.2681699265916637,0.402516034,1.6668127273868607,0.40018941243464945,35.49577917488835,4,0.155336037
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.39374,3.713029818763251,45.870000000000005,5.059028290374677,-2.5813092967038886,0.38929453,2.349734538003892,0.4528386651851418,19.357125217158583,12,0.230448921
183,COC(F)(F)F,0.42573,0.6498648844607836,13.064000000000002,1.1793191452096354,-2.079438604154836,0.433571628,1.3516441151533922,0.5217351267186177,19.42239887188782,3,0.69019608
184,COCC(C(F)(F)F)(F)F,0.33713,1.6352205160770998,22.877999999999993,2.2453879981750178,-2.3984827132669486,0.37282148,1.613308435568507,0.4552656109661815,19.428590339898083,5,-1.161150909
185,COCC(C(F)F)(F)F,0.33121,1.494741050821364,22.82699999999999,2.1535522037279744,-2.3108840316414865,0.362325373,1.6503097444942738,0.3296451470125914,19.322426119017713,4,-1.148741651
186,COCC(F)(F)F,0.35254,1.04819027904657,17.931,1.6174235251657907,-2.142943414010345,0.37569168,1.2958363892911637,0.41126206961767225,19.413308144907454,3,-1.113509275
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.39668,1.8600004616194648,22.987,2.6190839894803233,-2.4480545693391145,0.43157393,1.766634112962296,0.4233286351303613,19.42521967018476,8,1.348304863
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.42663,1.790560263736365,24.072000000000003,2.7584533182173194,-2.4647838679183804,0.43449436,1.7848213137893962,0.45238198821859094,19.341747241547374,8,1.127104798
189,FC(F)(OC)C(F)(F)OC,0.39965,1.4418007514863485,23.911999999999992,2.2306738174100436,-2.428457312872885,0.39352519,1.876530097501744,0.4475319931191274,19.33490061388563,4,0.230448921
190,FC(F)OC,0.4183,0.49635503155469773,13.013000000000002,1.0803863313313637,-1.8868355639260626,0.416288795,1.3787834934861756,0.34456104280259503,19.28664296956142,2,0.041392685
191,FS(F)(F)(F)(F)F,0.33848,0.8748177652797063,14.239000000000003,0.9258200997725515,-1.915326151981255,0.536314379,0.5916727785823274,0.43142673884165794,32.511175456509115,6,3.505149978
192,N(F)(F)F,0.3711,0.19166296949998193,5.163,0.50709255283711,-1.719473645534352,0.484370715,0.8112781244591328,0.19871043722512402,19.54200493664235,3,2.755112266
193,O=COC(F)(F)C(F)(F)F,0.27934,1.228611474616573,18.151,1.8704398485460316,-2.381408507392354,0.420344907,1.613308435568507,0.5003907305297282,19.430079799665045,5,0.556302501
194,O=S(=O)(F)F,0.33379,0.37833888143544253,11.135800000000001,0.6419400332575173,-1.6872987112623505,0.482147797,0.7219280948873623,0.47573098933547264,32.279056559923234,2,1.556302501
195,OCCF,0.35533,0.4125890342545925,13.060800000000002,1.083489007929262,-1.7734315142224313,0.385074629,1.370950594454669,0.11246039712919563,19.14125364678181,1,-1.356547324
