,SMILE,IP,EA,HomoLumoGap,MolWt,MolLogP,MolMR,HeavyAtomCount,LabuteASA,BalabanJ,BertzCT,GWP
98,C(C(F)F)OC(C(F)F)(F)F,-0.09833835168651292,-0.6213359900079776,0.6848673091050552,0.2749007232841971,-0.0258737278343837,0.3016871261699987,0.4654744232731823,0.37007560685700275,0.06413232119873798,0.17510821118812214,2.92527421069025
99,C(C(F)F)OC(F)(F)F,0.14569411678422595,-1.010335041819336,0.8444783502817148,-0.14572063155315534,-0.38100960992856525,-0.35905270321670996,0.05753054669668559,-0.10422341759495884,-0.32301901187274906,-0.19877011128780725,2.9493165676645097
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0.693453741690734,-0.52675758896403,1.084984407208319,0.9839282561752212,0.9089708006004616,0.3193662351670696,1.0773902381379274,0.9329302470225432,0.8799400682424915,1.0004834421757676,3.9884817224401656
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,1.1230945147370208,-0.39400084588342627,1.0069493162576149,0.9839282561752212,0.9089708006004616,0.3193662351670696,1.0773902381379274,0.9329302470225432,0.839193083478898,0.9644207104559332,3.654153017754709
102,C(C=O)C(F)(F)F,-0.8503761907920703,0.9325825792007455,-1.4743759143215123,-0.6448907286390798,-1.0639713092413032,-0.5311203671194985,-0.3504133298798111,-0.5223395372270593,-0.2746000754280101,-0.31890494239047945,-1.5822410916159342
103,C(CBr)Br,-1.3175710928960096,1.121936561370424,-1.1813017158469636,0.35108472667932505,-0.3932991391225964,0.9334116239966288,-0.9623291447445562,-0.3101071141013677,-1.450197094548892,-0.9258508177149065,0.022972267491659704
104,C(CC(F)(F)F)CO,-0.8814405757182635,-0.6345093512150836,0.0885048950158129,-0.43412680960682654,-0.8712252744460286,0.2298640589315171,-0.14644139159156278,-0.2071610137966714,-0.46883498741096624,-0.3833957013647605,-1.3244154149056533
105,C(CCl)Cl ,-0.5065318656089861,0.5677299497269663,-0.49696256745727563,-0.8168597930367731,-0.7212299950522131,0.10370809640890742,-0.9623291447445562,-0.631181857015361,-1.450197094548892,-0.9258508177149065,0.12675862254513526
106,C(CF)F,0.5260961867179392,-1.172576128023619,0.8531943115746379,-1.249212880074824,-1.2869684928218847,-1.1770151431498874,-0.9623291447445562,-1.1840760134981891,-1.450197094548892,-0.9258508177149065,1.3061548009152526
107,C(CF)O,-0.8298988237036683,-1.1432203394166014,0.2504311134109046,-1.2753695192815317,-2.3134067773011333,-1.0271070952571681,-0.9623291447445562,-1.155759062700594,-1.450197094548892,-0.9053009353575612,-0.2642980634400436
108,C(Cl)(Cl)(Cl)Cl ,-0.19822680151780447,2.0068575395515005,-1.2262433912635995,-0.09610052794505068,0.42253652968116173,0.7384016049068021,-0.7583572064563079,0.010267915181046037,-0.5448312193663664,-0.7910495953720411,3.34373462112072
109,C(Cl)(Cl)Cl  ,-0.24987702900874026,1.380529892533014,-0.9642198048950904,-0.5486195824277509,-0.17250776847427676,0.09115727857129273,-0.9623291447445562,-0.4537973764488816,-1.1489365433614862,-0.9053009353575612,1.2967237822575661
110,C(Cl)Br,-0.709989574000042,0.9434231259186123,-1.0754844982750655,-0.417166377052402,-0.6019060192879452,-0.13826627329909258,-1.1663010830328044,-0.7573252966218122,-1.7451626954616415,-0.9386442753910071,0.6655541490756995
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F  ,-0.9858094265531919,0.20069386394447056,-0.4014955539207239,2.0094498097236033,1.3882624391676752,2.2772668268289364,2.0972499295791693,2.153827126501782,1.8246301754200964,2.274748308876626,-0.2836429429693905
112,C(CO)C(F)(F)F,-0.6828918879521384,-0.914256181256153,0.27194864285280956,-0.6184056534805044,-1.2809812862914594,-0.3932233169423456,-0.3504133298798111,-0.4938418248601189,-0.43196005182058694,-0.4878101989518025,0.5734039348128878
113,C(CO)C(F)(F)F  ,-0.621793136542048,-0.6930544422776221,0.11683176921781352,-0.6184056534805044,-1.2809812862914594,-0.3932233169423456,-0.3504133298798111,-0.4938418248601189,-0.43196005182058694,-0.4878101989518025,0.6306115761117755
114,C(F)(Cl)(Cl)Cl,-0.027734884713002943,1.6385919534454638,-1.0472938109682663,-0.31227707146407624,0.13966728079632554,0.09803998512740406,-0.7583572064563079,-0.26617916306036815,-0.5448312193663664,-0.7577062553385954,3.8013478996760885
115,C(F)(Cl)Cl,0.17652187694463922,0.8297295871702521,-0.5767680880456051,-0.7647961259467763,-0.4553770173591125,-0.5492043412081054,-0.9623291447445562,-0.7302444546902954,-1.1489365433614862,-0.876994628318971,2.1918929103764473
