5517,6,,,,,,,,,
LCD,PLD,AGSA,Density,VF,dH,LNG-ANG_WC,ANG_WC,5bar,6bar,65bar
21.82341,9.06966,4647.28,0.408796,0.8328,-11.7736848,376.2695161,164.5124143,24.38022948,400.6497455,188.8926438
17.29514,15.33221,5193.45,0.284265,0.8856,-9.977972127,374.8997503,142.6353207,17.49730393,392.3970542,160.1326247
15.08874,7.90748,3721.74,0.589515,0.803,-10.52418145,374.8707463,189.2575793,29.35094793,404.2216942,218.6085272
16.90888,11.06843,4944.29,0.361932,0.8714,-9.576697875,374.5147627,143.4170597,17.58891616,392.1036788,161.0059759
16.5482,9.24625,4349.15,0.458126,0.829,-11.01836416,374.3099114,174.4791818,29.926576,404.2364874,204.4057578
22.31857,8.92625,4763.26,0.425765,0.8332,-12.29326713,373.6746388,179.7063792,30.16449727,403.839136,209.8708765
18.49076,11.6994,4544.42,0.385139,0.8464,-10.62269806,373.4093045,163.0360826,23.39882857,396.808133,186.4349111
13.17229,10.75846,6285.97,0.287208,0.8682,-7.838419761,373.3936231,141.0728864,14.11816952,387.5117926,155.1910559
14.83912,13.174,5118.95,0.366991,0.845,-9.62216163,373.2070342,166.5559691,20.86922767,394.0762619,187.4251968
18.68299,9.17237,3282.27,0.551216,0.7988,-11.56777089,373.1278262,173.021616,28.33704067,401.4648668,201.3586567
11.67849,9.57613,4770.02,0.426775,0.8318,-9.821564926,372.9701486,179.8260607,23.30290323,396.2730518,203.1289639
15.02876,7.94106,3735.02,0.595896,0.8124,-10.62567944,372.6227773,186.6132452,30.28540232,402.9081796,216.8986475
26.33515,10.27637,5129.28,0.33727,0.871,-11.48662497,372.5202153,153.9106241,21.71214032,394.2323557,175.6227644
10.41333,8.31604,5219.56,0.437831,0.8158,-10.15307856,372.4608519,192.0036624,28.90633267,401.3671846,220.9099951
14.99758,7.99679,3687.46,0.594675,0.8014,-10.60970911,372.3763452,187.9170444,29.81692472,402.1932699,217.7339691
14.22916,13.19368,5299.5,0.358398,0.8506,-9.521360443,372.0360842,165.4073846,20.40776642,392.4438506,185.8151511
16.83849,8.37658,5014.11,0.44845,0.8024,-11.51050364,372.0099904,169.0375747,33.64300486,405.6529952,202.6805795
25.17564,12.49369,5799.87,0.244994,0.8902,-8.678628996,371.9247397,137.6917707,15.2314069,387.1561466,152.9231776
17.28638,15.74639,5076.95,0.293688,0.8788,-10.0267097,371.7053843,143.9745263,17.62941373,389.3347981,161.60394
12.36916,10.86748,5199.04,0.374438,0.8398,-9.803033385,371.1859688,158.6285386,20.84049199,392.0264608,179.4690306
18.78161,10.32446,4272.06,0.429891,0.8336,-12.66685194,371.1667477,146.8870325,22.89687117,394.0636188,169.7839037
18.7005,9.23725,3251.14,0.55812,0.818,-11.52464483,370.9474821,171.8537318,28.4022035,399.3496856,200.2559353
14.21921,13.28886,5152.99,0.359874,0.8504,-9.839751708,370.8301265,166.3409305,21.9491967,392.7793232,188.2901272
24.28264,10.2733,4760.85,0.405541,0.8426,-13.40089536,370.7498466,170.2076168,30.43329767,401.1831443,200.6409145
17.00981,12.93858,5503.94,0.345463,0.8556,-12.67373847,370.5726283,164.6352921,24.3949844,394.9676127,189.0302765
15.05956,7.95683,3704.94,0.592909,0.8102,-10.61229483,370.4652896,188.3100851,28.72507705,399.1903667,217.0351621
15.05449,7.95706,3698.7,0.593318,0.8102,-10.60250761,370.4229353,188.2361893,29.55759171,399.980527,217.793781
15.01631,7.96131,3680.03,0.596428,0.8098,-10.66609615,370.2859048,188.4830479,30.91406053,401.1999653,219.3971084
15.03541,7.96187,3691.41,0.594831,0.8098,-10.64175422,369.9999029,188.6867549,29.45286643,399.4527693,218.1396213
25.71531,12.0883,5688.62,0.289452,0.8738,-10.2771366,369.9670249,139.9929195,18.1925715,388.1595963,158.1854909
14.92091,13.26042,5140.9,0.364732,0.86,-9.858754299,369.7457257,166.6696682,22.03756647,391.7832922,188.7072347
15.07174,7.95678,3718.18,0.591383,0.8104,-10.57708555,369.4753058,186.3762512,29.11557278,398.5908786,215.491824
16.96735,8.58893,4041.03,0.491873,0.808,-12.68653455,369.4358949,166.8555753,29.98355824,399.4194531,196.8391335
24.55082,12.17426,4535.57,0.377577,0.8764,-10.88836939,369.4046434,143.9769939,20.28719979,389.6918431,164.2641937
23.06458,12.98274,4830.79,0.330655,0.865,-10.4021673,369.3674984,146.1299755,21.63928249,391.0067809,167.769258
15.04191,7.9598,3725.56,0.593843,0.8076,-10.63401715,369.3236875,185.894931,30.35132185,399.6750093,216.2462529
21.47312,11.15227,4736.71,0.348363,0.8548,-11.5430293,369.210336,144.5864708,20.88490008,390.0952361,165.4713709
14.91316,13.24304,5192.05,0.365184,0.8544,-9.811752902,368.9482592,168.9195595,21.74402618,390.6922854,190.6635857
14.99836,7.96906,3697.7,0.598642,0.8068,-10.69004198,368.7480514,189.6629927,30.77700394,399.5250553,220.4399966
11.37522,8.59238,5704.93,0.399184,0.821,-9.995564349,368.672716,183.9503881,25.48862127,394.1613373,209.4390094
13.52781,8.78691,5095.35,0.408029,0.8498,-9.626198318,368.6372458,164.9317095,20.93248676,389.5697325,185.8641962
23.13451,12.211,5504.68,0.298536,0.864,-8.873148222,368.6151487,137.1497806,14.8944525,383.5096012,152.0442331
21.77625,7.63115,4502.96,0.452533,0.826,-11.06386252,368.2310186,179.2168281,28.85523788,397.0862565,208.072066
15.09102,7.94876,3733.3,0.589235,0.8108,-10.54412282,368.0179639,183.792411,28.64955075,396.6675147,212.4419617
13.18684,11.41766,4087,0.53853,0.7792,-13.30943848,367.986634,171.7674394,40.57288976,408.5595238,212.3403291
15.0088,7.97632,3698.88,0.597424,0.8074,-10.68199875,367.6721753,188.6516467,31.06829142,398.7404667,219.7199382
15.05124,7.91583,3751.22,0.593338,0.8098,-10.57519026,367.6039621,185.4233231,28.47421318,396.0781752,213.8975363
15.10116,7.95608,3787.72,0.589497,0.8124,-10.54506339,367.4698029,182.1757535,29.08836324,396.5581661,211.2641168
20.37708,9.90922,3653.11,0.51525,0.821,-12.2833472,367.3761291,176.1354631,33.63523754,401.0113667,209.7707006
15.06944,7.95595,3711.86,0.592082,0.8102,-10.58697114,367.3230796,186.6931045,28.747507,396.0705866,215.4406115
20.39112,7.95732,4745.53,0.40349,0.8268,-10.11302635,366.9351672,178.7954139,26.09994965,393.0351169,204.8953636
20.29966,7.90669,4635.5,0.413296,0.824,-10.14374384,366.9338931,178.3705928,25.98972389,392.923617,204.3603167
12.27565,10.7875,4519.67,0.486743,0.8104,-10.16287534,366.8582426,186.3662446,26.48004279,393.3382854,212.8462873
25.24149,10.49588,5496.62,0.291153,0.8684,-9.893907941,366.4837594,135.6524774,15.57939122,382.0631506,151.2318686
12.9498,9.58722,4749.95,0.417413,0.8202,-9.4487966,366.1775462,179.827657,22.62441578,388.801962,202.4520728
15.08046,7.94715,3722.22,0.591121,0.8102,-10.54679067,366.0677829,184.3602801,28.98264634,395.0504292,213.3429264
18.86769,11.8721,4288.89,0.449382,0.8286,-10.71242497,365.9724662,174.1370095,26.24847795,392.2209442,200.3854875
15.07592,7.95659,3708.44,0.592452,0.8102,-10.59856589,365.8102358,188.0147775,29.0379586,394.8481944,217.0527361
14.9999,7.96708,3670.23,0.597794,0.8096,-10.71251501,365.7698619,190.2791652,30.18387773,395.9537396,220.4630429
12.65101,8.2906,4503.64,0.451159,0.8026,-11.88814272,365.7004315,177.1308741,30.04161147,395.742043,207.1724856
13.45467,8.86133,3878.18,0.559007,0.8062,-11.18497643,365.6678232,186.9102812,31.75536176,397.423185,218.6656429
14.98276,7.9671,3661.55,0.598681,0.8094,-10.721135,365.6605634,189.7182744,30.06350883,395.7240722,219.7817833
16.87143,10.73771,4611.65,0.43834,0.829,-10.62490705,365.504817,169.1164366,25.07105364,390.5758706,194.1874903
15.02547,7.95733,3684.57,0.595663,0.81,-10.65524326,365.4523955,189.6156733,29.65142869,395.1038242,219.267102
12.99556,11.59411,4816.02,0.409914,0.8394,-10.33150059,365.3225898,158.4549524,22.40657582,387.7291656,180.8615282
23.70226,22.8547,4485.82,0.394433,0.844,-9.968888449,365.2665925,158.0316986,20.59617659,385.8627691,178.6278752
24.78598,13.19796,4943.87,0.313235,0.8766,-10.1097866,365.2646445,138.1449244,19.70740953,384.972054,157.8523339
13.73802,11.42638,4618.32,0.433642,0.8224,-10.44441417,365.2417739,178.0179663,25.69724231,390.9390162,203.7152086
24.94881,9.11981,4755.92,0.407171,0.8288,-13.22517935,365.1710685,164.1156248,27.06546353,392.2365321,191.1810884
15.08377,7.95705,3723.41,0.590375,0.8108,-10.54836055,364.9445202,185.3113949,28.75185307,393.6963733,214.063248
11.49671,10.34099,4247.73,0.444697,0.8046,-8.967929492,364.8050293,162.2491516,19.36797823,384.1730076,181.6171298
13.18784,9.81049,4657.62,0.452893,0.8114,-10.82809756,364.6904715,187.8118795,33.08019246,397.770664,220.892072
15.0745,7.93652,3776.08,0.590588,0.8028,-10.55318524,364.4778609,184.8327921,28.0951174,392.5729783,212.9279095
20.33339,7.92146,4743.67,0.406521,0.8236,-10.13425095,364.3500659,178.0938258,26.21474206,390.564808,204.3085678
24.84911,13.11418,4970.95,0.312094,0.8762,-10.15608812,364.3190566,137.6141123,20.08242052,384.4014771,157.6965328
27.51057,14.88459,5099.19,0.279595,0.8844,-8.280556757,364.297804,140.3264444,15.25566958,379.5534736,155.582114
23.55722,22.94133,4180.8,0.411632,0.8606,-9.967356856,364.125811,161.3135197,21.9182572,386.0440682,183.2317769
18.72701,9.17011,3259.18,0.559386,0.8084,-12.41858904,363.9586843,176.9264692,32.7428452,396.7015295,209.6693144
15.0805,7.93827,3784.84,0.589428,0.8032,-10.53534759,363.9074297,183.7102307,28.9244891,392.8319188,212.6347198
14.23644,11.75665,4996.41,0.378656,0.8398,-11.07435222,363.8603189,155.6802048,23.26460125,387.1249201,178.944806
11.56522,8.64377,5192.46,0.433579,0.8194,-10.09207703,363.8110342,171.6894051,24.8457052,388.6567394,196.5351103
12.97631,9.4474,4728.27,0.420776,0.8226,-9.448308496,363.7482822,179.108246,22.73806164,386.4863439,201.8463076
18.61448,16.92881,4480.84,0.43749,0.8374,-10.36516618,363.463892,161.5459007,23.54596683,387.0098588,185.0918675
16.88394,10.60987,4557.7,0.446812,0.8226,-10.82518983,363.4638748,170.6305042,26.89166758,390.3555424,197.5221718
11.93952,9.88769,4792.19,0.425371,0.8324,-10.78997565,363.4244344,167.0748159,25.05283374,388.4772682,192.1276497
17.74549,10.18366,4175.64,0.472151,0.8228,-10.92987289,363.2478008,156.5633769,22.38099452,385.6287953,178.9443714
12.4053,8.52361,4005.36,0.516295,0.809,-11.37765636,363.1859958,182.0290665,28.07157676,391.2575725,210.1006433
13.79678,9.90606,3871.6,0.543859,0.815,-10.58156328,363.1558441,189.2787496,30.37285335,393.5286974,219.6516029
15.1002,7.9585,3778.92,0.589907,0.8122,-10.54021405,363.1357473,183.6677904,29.37049708,392.5062444,213.0382874
15.01814,7.96071,3679.85,0.596281,0.8096,-10.67119563,362.9887081,189.4299243,30.12743567,393.1161437,219.55736
18.83938,7.96401,4071.57,0.527426,0.8002,-10.96509213,362.5336017,186.1330846,33.84525726,396.3788589,219.9783418
15.94965,10.39364,4229.57,0.460887,0.8104,-10.84244382,362.5225541,179.8293476,30.41907544,392.9416295,210.248423
12.32132,7.27063,4325.4,0.538243,0.795,-11.80591444,362.4726308,180.7822846,35.80164502,398.2742758,216.5839296
21.96656,7.7864,3146.28,0.652675,0.8126,-13.38643475,362.382182,166.4179069,33.29746314,395.6796452,199.71537
15.68052,8.0633,4935.34,0.473321,0.7938,-11.73685388,362.2652481,173.9151292,37.88105029,400.1462984,211.7961794
21.73136,7.72557,3135.04,0.65885,0.8104,-13.37179775,361.815691,166.9408771,34.02049055,395.8361816,200.9613676
13.90455,9.65699,4982.37,0.424006,0.8122,-10.29379072,361.6586861,183.2613723,29.420793,391.0794791,212.6821653
14.24395,11.55698,3642.38,0.475086,0.8226,-10.21738992,361.6508991,163.9346727,22.35219137,384.0030904,186.286864
15.02988,7.96456,3689.24,0.594411,0.81,-10.63866995,361.6372448,188.314643,29.25295329,390.8901981,217.5675963
12.95456,9.6087,4689.52,0.416845,0.815,-9.484379713,361.5321324,181.167804,23.25091985,384.7830523,204.4187238
15.09297,7.93903,3785.36,0.58909,0.8032,-10.52196518,361.3921178,185.0231981,28.36511017,389.757228,213.3883082
15.03023,7.95939,3687.86,0.59534,0.8098,-10.66020408,361.3639973,189.1813344,29.29867104,390.6626683,218.4800054
21.62414,10.92309,4179.02,0.435607,0.8462,-12.2306589,361.1830399,153.1064925,25.71662328,386.8996631,178.8231158
14.98828,7.97019,3707.61,0.594675,0.8008,-10.61377981,361.0033164,188.3013824,29.42782577,390.4311421,217.7292082
12.08201,9.91355,4692.86,0.465059,0.813,-10.75784859,360.8949652,180.1484851,27.35397143,388.2489367,207.5024565
20.42812,7.78019,4767.53,0.407456,0.8202,-10.13463562,360.776878,168.4415689,25.11562301,385.892501,193.5571919
13.36085,7.20564,3621.79,0.61631,0.8056,-10.90720886,360.7709952,182.0728651,31.51924477,392.29024,213.5921099
18.51843,7.97271,4046.05,0.531149,0.8144,-10.96347711,360.6647625,186.2131111,32.83067168,393.4954342,219.0437827
21.49816,9.22584,4487.44,0.4666,0.8266,-13.42196984,360.5799819,172.8528861,34.58006469,395.1600466,207.4329507
19.92035,7.75151,4733.15,0.416148,0.8146,-10.0171916,360.5500268,168.7295315,24.46877669,385.0188035,193.1983082
15.0923,7.9386,3787.24,0.589907,0.812,-10.53448434,360.4042671,183.6265734,29.01500106,389.4192681,212.6415745
24.30948,9.03515,4885.64,0.38234,0.8462,-11.81042445,360.3547164,159.2298261,24.6542336,385.00895,183.8840597
15.06244,7.93691,3769.3,0.591684,0.803,-10.55560807,360.3193342,184.8850381,28.35351779,388.672852,213.2385559
27.33782,13.33904,6170.7,0.238777,0.896,-7.702437609,360.2506995,134.4973028,12.85238909,373.1030885,147.3496919
19.43102,8.59079,4121.45,0.448746,0.824,-9.918079999,360.0532932,165.309497,22.49396638,382.5472596,187.8034633
21.33814,8.58252,4665.31,0.403686,0.8204,-11.3565444,359.932582,159.2004809,23.94719873,383.8797807,183.1476796
19.81856,17.06364,6349.95,0.211978,0.9118,-7.177093363,359.8807376,120.7901939,11.75153105,371.6322687,132.541725
15.09334,7.95441,3728.95,0.589872,0.8106,-10.54915096,359.880563,185.365567,28.27184665,388.1524096,213.6374136
15.08334,7.94194,3798.71,0.584242,0.8024,-10.43937719,359.7365053,181.0718377,28.05558727,387.7920926,209.127425
20.51668,7.7477,4763.89,0.405068,0.822,-10.18142739,359.6382296,171.9593632,25.03677982,384.6750094,196.9961431
18.51885,8.56409,4455.72,0.489414,0.8128,-12.29565345,359.5867053,182.3336164,34.92069232,394.5073977,217.2543087
20.25907,7.7782,4794.14,0.40269,0.8198,-9.91992009,359.4006166,166.7828964,23.76406671,383.1646833,190.5469632
14.46967,11.94118,4497.16,0.429595,0.8224,-9.777172419,359.1965368,149.414109,19.55231109,378.7488478,168.9664201
15.49369,14.25357,2996.23,0.458724,0.8362,-8.559518693,359.1347257,141.9564332,15.78206526,374.9167909,157.7384985
14.84098,7.95223,3595.85,0.610855,0.8028,-10.86532019,359.1181825,193.3233476,33.36996896,392.4881514,226.6933166
26.25291,12.57512,6072.13,0.207415,0.913,-7.22640564,359.0439349,126.7792808,12.31919954,371.3631345,139.0984803
13.12173,9.2255,3886.88,0.567489,0.81,-11.32016919,358.8879862,181.7759245,32.07784396,390.9658301,213.8537684
21.37941,8.74134,4501.6,0.420413,0.8218,-11.17345056,358.7638274,159.0979233,23.4462768,382.2101042,182.5442001
27.24034,13.9632,4785.05,0.334895,0.8624,-10.90769837,358.7412785,148.194291,20.40135783,379.1426364,168.5956488
15.09972,7.93483,3790.06,0.58881,0.8032,-10.55148713,358.5497664,183.0068616,28.42920313,386.9789695,211.4360647
23.6238,22.93237,3367.36,0.516314,0.8384,-10.33105061,358.4817905,159.8860781,23.18322036,381.6650108,183.0692984
12.21539,10.6662,4626.13,0.463781,0.8266,-11.34907617,358.0479834,165.9878669,29.09896544,387.1469489,195.0868324
23.72832,19.63801,5120.87,0.329166,0.8726,-9.79871066,358.0393962,150.0117623,20.25501354,378.2944097,170.2667758
28.66522,11.53771,5712.98,0.279149,0.8816,-10.57257484,357.9780314,138.4587901,17.40265981,375.3806913,155.8614499
15.08364,7.95598,3765.8,0.589708,0.8102,-10.54237875,357.665209,183.786836,28.54166085,386.2068699,212.3284968
18.63539,7.90997,4163.83,0.469492,0.8032,-11.4170439,357.5115129,165.5411935,26.17161574,383.6831286,191.7128092
14.71188,8.29688,4790.6,0.423321,0.802,-11.55591403,357.3766704,179.0297897,32.86417134,390.2408417,211.893961
18.72717,7.12,4506.52,0.441638,0.8132,-11.06970332,356.9937159,159.803748,22.51848456,379.5122004,182.3222326
13.85309,6.75838,4060.62,0.567973,0.7948,-11.94288893,356.9582834,185.4239413,41.62639774,398.5846811,227.050339
14.95386,7.83064,3705.69,0.604717,0.8072,-10.72385757,356.9457329,185.9509741,29.60522563,386.5509585,215.5561997
23.73662,23.0761,2899.43,0.584651,0.8448,-11.40958041,356.7508417,160.2866603,26.42874174,383.1795834,186.7154021
14.80942,7.88362,3637.4,0.613708,0.8108,-10.91863944,356.691368,189.7960042,32.53532206,389.2266901,222.3313263
10.77132,8.65206,2572.07,0.789293,0.7756,-8.623014912,356.6271838,156.2534983,17.33950918,373.966693,173.5930075
15.06405,7.94237,3775.85,0.591684,0.8006,-10.55503783,356.307958,180.410728,27.96293076,384.2708888,208.3736588
18.9972,17.57546,3556.08,0.325331,0.873,-8.143941596,356.1819598,128.8968537,13.5705934,369.7525532,142.4674471
15.05129,7.94511,3880.01,0.572296,0.8096,-9.741069426,356.1233402,171.4120677,24.3621683,380.4855085,195.774236
13.82069,6.83124,4025.06,0.581484,0.7906,-12.09805272,356.0361263,183.5780646,42.08318537,398.1193117,225.66125
21.60142,10.45655,4598.09,0.395741,0.8328,-10.31957469,355.8428053,153.2715241,21.97055794,377.8133632,175.242082
15.0871,7.93521,3798.24,0.589515,0.802,-10.53257782,355.7056174,180.7176239,28.62712836,384.3327457,209.3447523
5.86317,4.77379,1653.77,1.51311,0.691,-11.85886395,355.6731267,120.4980077,29.10723935,384.780366,149.6052471
21.60336,14.63737,4785.8,0.354351,0.8718,-10.10556927,355.5924441,146.5531289,21.23255197,376.8249961,167.7856808
15.38411,14.18619,3295.43,0.422713,0.8378,-9.102780292,355.4571361,142.7543806,17.73744549,373.1945816,160.4918261
22.84213,13.1462,4716.49,0.3316,0.8634,-11.52818639,355.3724074,148.5445863,21.79285439,377.1652618,170.3374407
18.71247,7.75585,4222.32,0.466942,0.8076,-11.49276061,355.3347573,170.1415483,27.36605336,382.7008107,197.5076016
10.58306,9.90235,3530.9,0.641816,0.7602,-10.73574026,355.0748006,173.5414455,28.35104311,383.4258437,201.8924886
15.08014,7.93969,3786.57,0.589901,0.8002,-10.55261824,355.0321369,178.9663743,28.1289792,383.1611161,207.0953535
10.58889,8.21137,3703.79,0.621509,0.8104,-8.253176324,354.6955664,155.8918748,16.80209028,371.4976567,172.6939651
8.79766,8.47314,3486.15,0.659131,0.8002,-9.200177484,354.6308002,184.0172672,23.63936657,378.2701667,207.6566337
8.54513,8.23246,3203.31,0.722133,0.7918,-9.447284192,354.4335931,188.6544112,24.97771512,379.4113082,213.6321263
18.77734,7.81499,4024.19,0.539574,0.8044,-11.19106181,354.4220891,186.9142192,34.83848111,389.2605702,221.7527003
11.53016,8.55287,3633.67,0.606791,0.8008,-11.20277769,354.3641752,177.9600672,33.26235005,387.6265253,211.2224173
15.09269,7.93434,3806.46,0.589901,0.8114,-10.51867685,354.1729707,175.9744998,28.19119439,382.3641651,204.1656942
18.69262,9.17861,2971.04,0.606595,0.803,-14.4621274,354.1213186,176.9856303,39.47670831,393.5980269,216.4623386
15.03569,7.93728,3736.52,0.595966,0.8124,-10.65622236,354.0277799,185.2686305,30.53009113,384.557871,215.7987216
15.37191,14.18335,3285.35,0.42304,0.8366,-9.086360806,353.8299106,143.2977113,17.49839456,371.3283052,160.7961059
5.86756,4.66068,1391.77,1.85218,0.691,-11.11421064,353.667809,110.6801179,20.82520639,374.4930154,131.5053243
10.78711,9.22291,4721.18,0.464213,0.8104,-10.65098188,353.6190367,182.195207,27.16311205,380.7821488,209.358319
19.79523,10.47822,3486.86,0.512865,0.8054,-14.69759992,353.005325,160.729373,32.2486423,385.2539673,192.9780153
14.42262,6.94223,1995.84,1.08844,0.7086,-11.45550266,352.9852331,144.8917285,26.32134984,379.306583,171.2130783
22.97967,8.76388,4545.03,0.403152,0.8334,-10.46095452,352.9362115,152.3589758,22.99697314,375.9331846,175.3559489
17.45826,13.87931,4251.06,0.40339,0.8208,-15.95612181,352.8745396,161.4241544,44.30883366,397.1833733,205.7329881
17.5271,9.15991,4145.4,0.493165,0.8062,-12.93034352,352.7749766,153.9626657,27.18582717,379.9608038,181.1484929
20.5205,15.85622,4757.71,0.295002,0.8866,-8.330101603,352.6576241,125.070051,13.35367163,366.0112958,138.4237226
18.78417,14.89456,4996.42,0.315898,0.8756,-9.56218191,352.650439,133.3590914,17.69382779,370.3442668,151.0529191
20.18169,6.42425,3904.79,0.514184,0.7952,-11.91065441,352.6427669,181.247867,36.97343327,389.6162002,218.2213003
18.775,6.41603,3636.25,0.610707,0.7614,-13.32556693,352.3043842,176.2471532,48.72053309,401.0249173,224.9676863
11.95152,7.15447,3706.27,0.601684,0.7794,-13.7064503,352.2243342,182.5956198,38.43804485,390.6623791,221.0336647
10.0936,8.00204,3710.81,0.620421,0.7974,-9.152370488,351.9564031,174.5871228,22.54975108,374.5061541,197.1368739
14.32515,11.45272,4736.81,0.462369,0.8394,-9.849386093,351.9147153,141.6532132,17.43641431,369.3511296,159.0896275
11.24994,9.49767,3731.94,0.554498,0.7928,-11.60866209,351.7186862,186.7661697,36.4744304,388.1931166,223.2406001
14.78602,7.99321,3679,0.615416,0.8004,-10.97080378,351.3883832,186.7053544,32.14461364,383.5329968,218.849968
11.39023,9.57458,4478.23,0.493516,0.8134,-11.91107616,351.3377546,173.8636386,29.84851003,381.1862647,203.7121486
12.83987,7.4101,4506.73,0.522471,0.796,-14.2180864,351.3336013,181.8530309,37.30294316,388.6365445,219.1559741
9.62468,7.97439,3478.84,0.668028,0.7968,-8.891370073,351.1569631,164.2626079,19.27024446,370.4272075,183.5328524
13.40072,8.17122,4692.71,0.453204,0.8016,-10.30548675,351.0007235,187.9860672,30.9158601,381.9165836,218.9019273
14.86745,7.89388,3714.96,0.609156,0.7982,-10.81070912,350.9535831,180.1452957,29.94271294,380.896296,210.0880087
14.74547,10.54801,4068.08,0.504959,0.8166,-12.56721287,350.9472501,163.9754888,30.68801598,381.6352661,194.6635048
18.63152,8.76045,2982.76,0.609363,0.7992,-13.1932839,350.9109182,173.231368,35.5658197,386.4767379,208.7971877
15.07409,7.93508,3796.89,0.591689,0.8116,-10.53639131,350.7533067,179.6455829,29.00012668,379.7534334,208.6457096
19.24151,15.81933,4329.62,0.414726,0.8236,-11.16606408,350.580009,163.039556,26.53699315,377.1170022,189.5765491
7.47545,6.2198,7061.42,0.467817,0.7762,-11.58934692,350.2927961,177.6920753,37.18827957,387.4810757,214.8803549
19.09514,6.59272,3853,0.559282,0.789,-12.83169673,350.0829586,172.9106028,39.29591812,389.3788767,212.2065209
13.10906,11.59751,3959.36,0.53928,0.77,-11.3557145,349.9762064,172.6600472,30.15653404,380.1327405,202.8165812
13.27741,7.61293,3985.35,0.545408,0.787,-16.22243565,349.8181267,171.4857695,40.40312567,390.2212523,211.8888952
